ÓÒ¹ÉÖ±¼¡	ÓÒ¹É¶þÍ·¼¡	×óëÖÇ°¼¡	ÓÒëÖÇ°¼¡	×óëè³¦¼¡	×ó¹ÉÖ±¼¡	×ó¹É¶þ	ÓÒëè³¦¼¡	
34.4	-61.6	-12.4	71.3	-56.7	73.7	-226.4	-46.8	
39.3	-61.6	-37.0	-69.0	-54.2	49.1	-248.5	-27.1	
68.8	-44.4	-39.4	-196.9	-32.1	14.7	-255.9	-32.1	
93.4	-0.1	-22.2	-312.5	-9.9	4.8	-248.5	-19.8	
132.8	41.7	7.3	-283.0	7.3	14.7	-246.1	-12.4	
132.8	49.1	7.3	-115.7	-0.1	14.7	-238.7	-7.5	
142.6	61.4	19.6	-46.8	-29.6	-17.3	-221.5	2.4	
103.2	63.9	29.4	-5.0	-39.4	7.3	-226.4	9.8	
76.2	61.4	51.6	27.0	-14.8	12.2	-233.8	-5.0	
51.6	59.0	31.9	-7.5	-2.5	-5.0	-223.9	12.2	
14.7	78.6	24.5	-14.8	51.6	-51.7	-219.0	4.8	
-2.5	120.5	27.0	-39.4	83.6	-59.1	-219.0	17.1	
-2.5	127.8	66.3	-54.2	31.9	-69.0	-231.3	14.7	
-34.5	125.4	59.0	-49.3	4.8	-41.9	-223.9	22.1	
-32.1	125.4	-0.1	-19.8	9.8	-24.7	-236.2	-0.1	
-54.2	132.8	-51.7	-5.0	-7.5	-29.6	-236.2	-7.5	
-49.3	137.7	-49.3	-19.8	-22.2	-22.2	-236.2	-19.8	
-39.4	135.2	-54.2	-19.8	-27.1	-22.2	-238.7	-7.5	
-54.2	150.0	-49.3	-22.2	-29.6	-66.5	-253.5	-7.5	
-44.4	142.6	-56.7	2.4	-54.2	-98.5	-241.2	-14.8	
-29.6	135.2	-49.3	-0.1	-56.7	-125.5	-253.5	-29.6	
-51.7	135.2	-49.3	-14.8	-24.7	-164.9	-228.9	-22.2	
-51.7	122.9	-41.9	-32.1	-19.8	-177.2	-204.3	-17.3	
-51.7	118.0	-51.7	-24.7	-24.7	-184.6	-184.6	-24.7	
-34.5	113.1	-44.4	-34.5	-22.2	-182.1	-162.4	-17.3	
7.3	103.2	-39.4	-39.4	-44.4	-135.4	-142.8	-9.9	
-34.5	98.3	-66.5	-51.7	-7.5	-88.6	-120.6	-7.5	
-29.6	78.6	-54.2	-29.6	19.6	-69.0	-96.0	4.8	
-27.1	61.4	-9.9	-9.9	34.4	-37.0	-91.1	2.4	
-64.0	39.3	7.3	-12.4	29.4	-2.5	-78.8	4.8	
-86.2	27.0	17.1	-14.8	36.8	39.3	-56.7	4.8	
-98.5	14.7	12.2	-14.8	4.8	88.5	-64.0	14.7	
-108.3	-2.5	7.3	2.4	2.4	147.5	-61.6	7.3	
-115.7	-14.8	-2.5	22.1	-0.1	204.1	-56.7	4.8	
-123.1	-9.9	2.4	17.1	4.8	228.7	-49.3	9.8	
-123.1	-19.8	-9.9	-5.0	-14.8	273.0	-56.7	2.4	
-142.8	-27.1	-19.8	-17.3	-22.2	270.5	-29.6	-2.5	
-172.3	-9.9	-32.1	-46.8	-46.8	265.6	-41.9	-7.5	
-177.2	-12.4	-9.9	-41.9	-39.4	287.7	-41.9	-19.8	
-160.0	-2.5	12.2	-34.5	-29.6	292.7	-44.4	-24.7	
-164.9	2.4	17.1	-41.9	-27.1	309.9	-56.7	-22.2	
-160.0	9.8	14.7	-24.7	-29.6	317.3	-61.6	-32.1	
-169.8	12.2	4.8	-29.6	-46.8	322.2	-34.5	-46.8	
-167.4	9.8	-14.8	-22.2	-29.6	351.7	-32.1	-37.0	
-167.4	-9.9	-41.9	-34.5	-5.0	336.9	-41.9	-34.5	
-162.4	-14.8	-93.6	-17.3	4.8	344.3	-34.5	-34.5	
-145.2	-19.8	-51.7	-14.8	9.8	317.3	-29.6	-24.7	
-105.9	-32.1	-9.9	-17.3	-12.4	302.5	-7.5	-7.5	
-76.3	-32.1	34.4	-32.1	-12.4	297.6	24.5	2.4	
-88.6	-41.9	14.7	-14.8	36.8	280.4	66.3	9.8	
-91.1	-46.8	39.3	-24.7	54.0	275.4	54.0	-7.5	
-100.9	-46.8	39.3	-5.0	44.2	250.8	9.8	9.8	
-110.8	-44.4	36.8	-22.2	27.0	260.7	-5.0	14.7	
-98.5	-37.0	-0.1	-17.3	2.4	231.2	-2.5	19.6	
-86.2	-24.7	-2.5	-29.6	4.8	209.0	-41.9	4.8	
-61.6	-9.9	-0.1	-17.3	7.3	169.7	-37.0	-29.6	
-44.4	-0.1	24.5	-29.6	-7.5	157.4	-44.4	-17.3	
-17.3	7.3	12.2	-27.1	-2.5	115.5	-61.6	-5.0	
-9.9	9.8	-7.5	-27.1	-27.1	54.0	-59.1	-14.8	
-24.7	14.7	-69.0	-24.7	-37.0	2.4	-96.0	-17.3	
-19.8	22.1	-115.7	-27.1	-37.0	-24.7	-132.9	-14.8	
9.8	22.1	-66.5	-5.0	-64.0	-78.8	-145.2	-12.4	
17.1	22.1	-61.6	-2.5	-81.3	-108.3	-140.3	-9.9	
29.4	12.2	-66.5	34.4	-81.3	-155.1	-145.2	17.1	
31.9	7.3	-69.0	34.4	-69.0	-179.7	-113.2	27.0	
39.3	-7.5	-54.2	49.1	-39.4	-194.4	-98.5	14.7	
46.7	-29.6	-34.5	7.3	19.6	-206.7	-132.9	19.6	
46.7	-32.1	-9.9	-39.4	36.8	-219.0	-142.8	46.7	
41.7	-32.1	17.1	-44.4	27.0	-238.7	-110.8	-61.6	
24.5	-37.0	2.4	-29.6	71.3	-273.1	-98.5	-78.8	
14.7	-29.6	12.2	-46.8	88.5	-283.0	-100.9	2.4	
-0.1	-44.4	2.4	-34.5	54.0	-305.1	-135.4	39.3	
-32.1	-32.1	9.8	-17.3	29.4	-322.3	-140.3	49.1	
-54.2	-54.2	7.3	12.2	-9.9	-346.9	-61.6	-7.5	
-71.4	-61.6	2.4	17.1	-22.2	-364.2	-86.2	-88.6	
-76.3	-56.7	-0.1	19.6	-37.0	-376.5	-142.8	-142.8	
-76.3	-73.9	-24.7	-12.4	-69.0	-433.0	-137.8	-66.5	
-76.3	-73.9	-27.1	-51.7	-71.4	-457.6	-108.3	-17.3	
-64.0	-78.8	-29.6	-56.7	-44.4	-445.3	-100.9	9.8	
-76.3	-83.7	-17.3	-37.0	24.5	-469.9	-98.5	-0.1	
-73.9	-71.4	-37.0	-34.5	46.7	-467.5	-155.1	-0.1	
-56.7	-76.3	-78.8	-24.7	-29.6	-474.9	-204.3	-32.1	
-66.5	-83.7	-100.9	-7.5	-78.8	-479.8	-204.3	-27.1	
-46.8	-88.6	-110.8	-2.5	-145.2	-472.4	-214.1	-71.4	
-51.7	-98.5	-66.5	-7.5	-110.8	-467.5	-196.9	-37.0	
-44.4	-98.5	-7.5	-14.8	-24.7	-460.1	-194.4	-12.4	
-32.1	-98.5	4.8	-32.1	49.1	-433.0	-160.0	-17.3	
-17.3	-108.3	2.4	-17.3	-5.0	-425.7	-157.5	-17.3	
-37.0	-115.7	7.3	-24.7	12.2	-410.9	-128.0	-29.6	
-32.1	-115.7	19.6	-22.2	17.1	-396.1	-125.5	-17.3	
-34.5	-110.8	9.8	-19.8	93.4	-359.2	-160.0	19.6	
-51.7	-125.5	24.5	-24.7	95.9	-334.6	-214.1	27.0	
-76.3	-113.2	61.4	-17.3	83.6	-300.2	-223.9	7.3	
-78.8	-113.2	39.3	-24.7	59.0	-292.8	-189.5	17.1	
-73.9	-98.5	-7.5	-12.4	22.1	-268.2	-167.4	12.2	
-73.9	-91.1	12.2	-12.4	9.8	-253.5	-199.3	22.1	
-76.3	-73.9	-7.5	2.4	2.4	-255.9	-238.7	-14.8	
-64.0	-46.8	2.4	9.8	-46.8	-236.2	-263.3	-27.1	
-51.7	-46.8	-17.3	9.8	-66.5	-214.1	-275.6	-49.3	
-39.4	-37.0	-22.2	9.8	2.4	-189.5	-273.1	7.3	
-46.8	-27.1	-34.5	7.3	-27.1	-174.7	-270.7	-46.8	
-29.6	-29.6	-49.3	2.4	-69.0	-162.4	-255.9	-88.6	
-24.7	-17.3	-66.5	-9.9	-98.5	-145.2	-209.2	-29.6	
-14.8	-7.5	-49.3	-22.2	-44.4	-113.2	-204.3	-9.9	
-5.0	4.8	-49.3	-39.4	90.9	-108.3	-187.0	-14.8	
14.7	12.2	-37.0	-34.5	86.0	-73.9	-172.3	-59.1	
9.8	14.7	2.4	-44.4	12.2	-69.0	-164.9	-24.7	
17.1	9.8	17.1	-24.7	-37.0	-32.1	-147.7	-24.7	
17.1	17.1	39.3	-24.7	-27.1	-7.5	-130.5	-5.0	
39.3	24.5	29.4	-17.3	-19.8	22.1	-118.2	17.1	
34.4	22.1	12.2	-27.1	17.1	56.5	-86.2	19.6	
41.7	14.7	29.4	-27.1	-2.5	98.3	-51.7	39.3	
31.9	14.7	51.6	-32.1	71.3	110.6	-73.9	36.8	
41.7	17.1	44.2	-17.3	49.1	130.3	-83.7	2.4	
73.7	17.1	22.1	-9.9	31.9	140.1	-110.8	-14.8	
59.0	19.6	7.3	-12.4	-24.7	118.0	-145.2	-2.5	
61.4	29.4	12.2	-14.8	-64.0	113.1	-189.5	-7.5	
46.7	14.7	-24.7	-27.1	-103.4	108.2	-184.6	4.8	
41.7	29.4	-24.7	-14.8	-83.7	103.2	-187.0	2.4	
34.4	22.1	-56.7	-32.1	-19.8	95.9	-184.6	4.8	
49.1	2.4	-71.4	-32.1	-29.6	105.7	-167.4	-24.7	
51.6	12.2	-93.6	-32.1	-22.2	81.1	-201.8	-37.0	
56.5	14.7	-73.9	-24.7	17.1	49.1	-192.0	-34.5	
59.0	12.2	-54.2	-19.8	31.9	46.7	-164.9	-34.5	
73.7	4.8	-66.5	-17.3	-19.8	46.7	-128.0	-17.3	
73.7	9.8	-44.4	-24.7	-34.5	54.0	-51.7	-29.6	
73.7	7.3	-51.7	-2.5	-49.3	59.0	-14.8	-27.1	
68.8	-0.1	-12.4	-2.5	-44.4	34.4	-19.8	-14.8	
81.1	2.4	17.1	-9.9	-22.2	7.3	9.8	-14.8	
78.6	4.8	44.2	-19.8	-12.4	-27.1	59.0	-19.8	
49.1	4.8	44.2	-34.5	-46.8	-39.4	56.5	12.2	
54.0	-17.3	31.9	-39.4	-66.5	-32.1	34.4	17.1	
56.5	-12.4	17.1	-17.3	-39.4	-59.1	36.8	9.8	
61.4	-22.2	17.1	-29.6	12.2	-98.5	108.2	2.4	
66.3	-14.8	7.3	-14.8	39.3	-128.0	194.3	12.2	
61.4	-27.1	-14.8	-22.2	14.7	-152.6	159.8	-7.5	
63.9	-24.7	-19.8	-29.6	-12.4	-150.1	209.0	-24.7	
73.7	-2.5	-44.4	-24.7	39.3	-132.9	238.5	-29.6	
66.3	-14.8	-37.0	-29.6	63.9	-103.4	231.2	-61.6	
78.6	-32.1	-41.9	-24.7	22.1	-66.5	157.4	-93.6	
88.5	-24.7	-56.7	-22.2	24.5	-46.8	162.3	-83.7	
98.3	-24.7	-71.4	-24.7	-22.2	-24.7	228.7	-81.3	
110.6	-32.1	-56.7	-32.1	-17.3	17.1	305.0	-108.3	
120.5	-37.0	-64.0	-19.8	-7.5	36.8	381.2	-41.9	
122.9	-41.9	-49.3	-37.0	-19.8	31.9	450.1	2.4	
120.5	-49.3	-39.4	-34.5	-59.1	41.7	509.1	-24.7	
110.6	-39.4	-29.6	-27.1	-88.6	78.6	555.9	7.3	
115.5	-46.8	44.2	-39.4	-91.1	115.5	597.7	83.6	
100.8	-49.3	61.4	-9.9	-34.5	184.4	602.6	27.0	
105.7	-54.2	81.1	-22.2	68.8	231.2	597.7	-59.1	
78.6	-54.2	2.4	-24.7	130.3	273.0	595.2	19.6	
68.8	-54.2	9.8	-9.9	98.3	317.3	565.7	83.6	
54.0	-41.9	27.0	-5.0	41.7	334.5	536.2	68.8	
31.9	-49.3	39.3	-5.0	-12.4	349.2	511.6	2.4	
24.5	-37.0	-22.2	2.4	-86.2	346.8	482.1	-41.9	
9.8	-41.9	-41.9	-7.5	-34.5	371.4	462.4	-115.7	
-2.5	-22.2	-32.1	-17.3	2.4	388.6	430.4	-196.9	
-7.5	-19.8	-37.0	-27.1	9.8	400.9	432.9	-295.3	
-17.3	-12.4	-34.5	-29.6	4.8	430.4	425.5	-324.8	
-27.1	2.4	-32.1	-44.4	-2.5	428.0	383.7	-150.1	
-24.7	-0.1	-39.4	-32.1	-51.7	440.3	336.9	108.2	
-41.9	2.4	-86.2	-19.8	-98.5	464.9	305.0	228.7	
-32.1	12.2	-81.3	-29.6	-96.0	494.4	300.0	206.6	
-34.5	9.8	-61.6	-24.7	-34.5	496.8	285.3	127.8	
-44.4	22.1	-51.7	-5.0	59.0	496.8	300.0	125.4	
-44.4	27.0	-41.9	-9.9	-22.2	514.1	300.0	12.2	
-54.2	27.0	-19.8	-7.5	17.1	516.5	290.2	-19.8	
-64.0	34.4	-7.5	-5.0	-5.0	521.4	268.1	41.7	
-64.0	36.8	17.1	-14.8	2.4	523.9	253.3	51.6	
-61.6	27.0	14.7	-22.2	41.7	519.0	231.2	27.0	
-71.4	27.0	17.1	-9.9	56.5	511.6	226.2	-19.8	
-69.0	29.4	34.4	-12.4	41.7	506.7	196.7	-64.0	
-69.0	29.4	34.4	-27.1	29.4	501.8	169.7	-27.1	
-83.7	31.9	17.1	-27.1	4.8	496.8	118.0	9.8	
-88.6	29.4	-0.1	-29.6	-24.7	489.5	73.7	93.4	
-76.3	49.1	-7.5	-27.1	-32.1	477.2	39.3	127.8	
-83.7	54.0	-24.7	-19.8	-39.4	432.9	2.4	78.6	
-91.1	44.2	-46.8	-22.2	-64.0	420.6	-27.1	34.4	
-81.3	39.3	-39.4	-22.2	-39.4	400.9	-64.0	31.9	
-91.1	29.4	-32.1	-17.3	-32.1	378.8	-86.2	9.8	
-88.6	36.8	-44.4	-19.8	-69.0	376.3	-125.5	-7.5	
-91.1	27.0	-61.6	-34.5	-66.5	354.2	-132.9	-7.5	
-105.9	34.4	-66.5	-27.1	-61.6	312.3	-125.5	-17.3	
-103.4	34.4	-44.4	-27.1	-7.5	263.1	-113.2	-27.1	
-105.9	36.8	-34.5	-0.1	27.0	238.5	-108.3	-27.1	
-98.5	34.4	-24.7	4.8	19.6	218.9	-113.2	-34.5	
-98.5	34.4	-5.0	17.1	2.4	191.8	-100.9	-41.9	
-98.5	44.2	34.4	22.1	22.1	177.0	-100.9	-9.9	
-76.3	31.9	34.4	12.2	100.8	145.1	-81.3	-19.8	
-83.7	39.3	17.1	-24.7	86.0	93.4	-71.4	2.4	
-93.6	29.4	-0.1	-64.0	41.7	51.6	-81.3	7.3	
-98.5	22.1	-2.5	-64.0	29.4	7.3	-83.7	22.1	
-100.9	14.7	7.3	-44.4	24.5	-22.2	-61.6	-14.8	
-108.3	14.7	22.1	17.1	-0.1	-71.4	-61.6	-41.9	
-103.4	19.6	27.0	19.6	-14.8	-113.2	-66.5	9.8	
-105.9	-0.1	34.4	2.4	-24.7	-169.8	-78.8	2.4	
-108.3	2.4	9.8	-14.8	-44.4	-216.6	-93.6	-17.3	
-118.2	7.3	-9.9	-5.0	-81.3	-236.2	-91.1	-24.7	
-110.8	9.8	-46.8	-9.9	-118.2	-287.9	-98.5	-29.6	
-130.5	14.7	-78.8	-14.8	-91.1	-349.4	-88.6	-51.7	
-140.3	7.3	9.8	-5.0	-98.5	-423.2	-100.9	-93.6	
-142.8	7.3	12.2	56.5	-88.6	-465.0	-83.7	-98.5	
-123.1	-9.9	-49.3	98.3	-37.0	-521.6	-76.3	-81.3	
-125.5	-7.5	-167.4	71.3	68.8	-558.5	-51.7	-39.4	
-113.2	-14.8	-81.3	51.6	125.4	-578.2	-46.8	-22.2	
-128.0	-9.9	-76.3	71.3	14.7	-595.4	-19.8	-2.5	
-120.6	-19.8	-2.5	44.2	-51.7	-629.8	17.1	-2.5	
-108.3	-51.7	-2.5	-0.1	-44.4	-622.5	29.4	4.8	
-103.4	-59.1	-64.0	-110.8	44.2	-617.5	51.6	22.1	
-83.7	-86.2	-54.2	-184.6	41.7	-620.0	44.2	4.8	
-51.7	-105.9	2.4	-150.1	46.7	-632.3	56.5	-27.1	
-44.4	-100.9	46.7	-120.6	27.0	-649.5	34.4	-61.6	
-2.5	-88.6	68.8	-76.3	4.8	-644.6	19.6	31.9	
24.5	-86.2	66.3	-73.9	4.8	-642.1	-17.3	39.3	
44.2	-69.0	59.0	-27.1	-5.0	-649.5	-66.5	-44.4	
39.3	-81.3	-24.7	-32.1	-17.3	-647.1	-108.3	-125.5	
34.4	-71.4	-108.3	-27.1	-24.7	-637.2	-147.7	-179.7	
29.4	-81.3	-157.5	-54.2	-17.3	-649.5	-155.1	-243.6	
4.8	-78.8	-105.9	-61.6	24.5	-639.7	-167.4	-327.3	
-7.5	-83.7	-29.6	-41.9	-32.1	-622.5	-167.4	-381.4	
-17.3	-64.0	-46.8	-27.1	-73.9	-600.3	-172.3	-312.5	
-5.0	-81.3	-56.7	-37.0	-88.6	-585.6	-150.1	-160.0	
-5.0	-81.3	-71.4	-44.4	-71.4	-563.4	-145.2	-108.3	
9.8	-78.8	-64.0	-44.4	-17.3	-529.0	-130.5	-155.1	
-9.9	-83.7	-51.7	-51.7	-27.1	-487.2	-96.0	-37.0	
-7.5	-83.7	-34.5	-41.9	-71.4	-455.2	-83.7	110.6	
-2.5	-83.7	-29.6	-19.8	-7.5	-435.5	-61.6	199.2	
7.3	-78.8	-0.1	-7.5	22.1	-393.7	-54.2	250.8	
12.2	-71.4	63.9	14.7	34.4	-378.9	-14.8	297.6	
17.1	-71.4	61.4	14.7	46.7	-359.2	9.8	273.0	
2.4	-66.5	36.8	9.8	41.7	-319.9	54.0	209.0	
-0.1	-61.6	34.4	9.8	22.1	-278.1	66.3	248.4	
4.8	-54.2	-12.4	-5.0	19.6	-253.5	68.8	231.2	
-9.9	-46.8	27.0	-0.1	41.7	-221.5	78.6	137.7	
14.7	-37.0	24.5	-24.7	9.8	-192.0	81.1	86.0	
-0.1	-27.1	-17.3	-61.6	-24.7	-152.6	90.9	71.3	
4.8	-19.8	-54.2	-66.5	-0.1	-140.3	95.9	49.1	
19.6	-27.1	-39.4	-22.2	2.4	-118.2	93.4	-2.5	
22.1	-5.0	-19.8	7.3	-17.3	-118.2	93.4	-32.1	
44.2	-5.0	-37.0	-32.1	-41.9	-83.7	98.3	-61.6	
29.4	-2.5	12.2	-19.8	-49.3	-69.0	88.5	-34.5	
49.1	-2.5	110.6	7.3	-56.7	-41.9	88.5	-14.8	
51.6	-5.0	59.0	-17.3	-76.3	-0.1	105.7	-39.4	
66.3	2.4	-17.3	-19.8	-96.0	34.4	105.7	-115.7	
66.3	2.4	-22.2	-37.0	-73.9	86.0	108.2	-137.8	
68.8	-5.0	-34.5	-14.8	17.1	122.9	118.0	-118.2	
61.4	7.3	-206.7	-5.0	14.7	157.4	130.3	-91.1	
63.9	4.8	-108.3	-34.5	-19.8	189.3	122.9	27.0	
68.8	2.4	-24.7	-9.9	-66.5	204.1	118.0	-41.9	
71.3	7.3	9.8	-5.0	56.5	231.2	125.4	-238.7	
78.6	-2.5	22.1	-39.4	118.0	265.6	127.8	-152.6	
108.2	7.3	132.8	-27.1	41.7	273.0	115.5	4.8	
108.2	-0.1	81.1	-34.5	36.8	268.1	90.9	63.9	
103.2	-0.1	68.8	-17.3	19.6	268.1	76.2	-51.7	
86.0	-27.1	172.1	-32.1	-0.1	275.4	68.8	17.1	
86.0	-22.2	113.1	-17.3	54.0	273.0	63.9	78.6	
88.5	-0.1	-54.2	-14.8	46.7	270.5	39.3	56.5	
78.6	22.1	-81.3	-14.8	-5.0	275.4	44.2	-91.1	
86.0	19.6	-98.5	9.8	-29.6	250.8	49.1	-315.0	
93.4	17.1	-179.7	2.4	-34.5	233.6	34.4	-238.7	
86.0	19.6	-137.8	-0.1	-24.7	218.9	17.1	-56.7	
98.3	24.5	-120.6	-7.5	-46.8	182.0	17.1	-34.5	
93.4	31.9	-69.0	-24.7	-22.2	147.5	19.6	-59.1	
103.2	31.9	-78.8	-27.1	-29.6	113.1	27.0	-251.0	
90.9	9.8	-64.0	-44.4	-49.3	71.3	41.7	-147.7	
86.0	17.1	-61.6	-46.8	-39.4	56.5	44.2	68.8	
86.0	24.5	-91.1	-17.3	-29.6	27.0	59.0	34.4	
86.0	34.4	-27.1	-27.1	-34.5	-7.5	51.6	95.9	
73.7	59.0	41.7	-44.4	-24.7	-29.6	51.6	221.3	
68.8	51.6	108.2	-44.4	12.2	-69.0	46.7	194.3	
54.0	61.4	95.9	-39.4	44.2	-88.6	54.0	132.8	
49.1	83.6	36.8	-27.1	29.4	-118.2	36.8	4.8	
39.3	90.9	-0.1	-5.0	14.7	-142.8	24.5	-37.0	
31.9	90.9	-115.7	-9.9	17.1	-150.1	27.0	-81.3	
36.8	95.9	-113.2	-9.9	27.0	-169.8	7.3	-145.2	
31.9	110.6	-96.0	-37.0	4.8	-182.1	-19.8	-9.9	
22.1	118.0	-7.5	-34.5	-44.4	-201.8	-44.4	73.7	
2.4	100.8	36.8	-7.5	-51.7	-226.4	-39.4	27.0	
2.4	95.9	12.2	-0.1	-27.1	-236.2	-51.7	159.8	
-17.3	115.5	-14.8	-9.9	-32.1	-236.2	-56.7	127.8	
-22.2	88.5	-27.1	-2.5	-46.8	-248.5	-71.4	-263.3	
-17.3	61.4	-98.5	-14.8	-83.7	-246.1	-64.0	-361.7	
-14.8	54.0	-110.8	-29.6	-96.0	-260.8	-54.2	-418.3	
-22.2	71.3	-41.9	-29.6	-46.8	-255.9	-49.3	-565.9	
-29.6	66.3	-51.7	-34.5	-34.5	-253.5	-29.6	-610.2	
-34.5	68.8	-24.7	-46.8	-32.1	-223.9	-5.0	-592.9	
-64.0	73.7	-78.8	-56.7	19.6	-214.1	12.2	-135.4	
-59.1	59.0	31.9	-34.5	93.4	-204.3	29.4	-59.1	
-61.6	90.9	100.8	-19.8	29.4	-201.8	29.4	-231.3	
-69.0	81.1	150.0	-24.7	34.4	-199.3	27.0	-103.4	
-83.7	95.9	150.0	-29.6	68.8	-194.4	36.8	159.8	
-86.2	63.9	29.4	-39.4	83.6	-192.0	17.1	46.7	
-88.6	51.6	34.4	-17.3	49.1	-184.6	27.0	-278.1	
-100.9	56.5	-27.1	-17.3	-14.8	-189.5	24.5	-430.6	
-110.8	66.3	-125.5	-73.9	-51.7	-192.0	2.4	46.7	
-118.2	76.2	46.7	-54.2	-71.4	-194.4	-14.8	831.4	
-125.5	71.3	172.1	-9.9	-73.9	-199.3	-19.8	833.9	
-128.0	61.4	24.5	27.0	-49.3	-196.9	-24.7	614.9	
-125.5	66.3	-12.4	4.8	4.8	-211.6	-41.9	489.5	
-123.1	63.9	-76.3	-17.3	29.4	-206.7	-39.4	396.0	
-128.0	61.4	-167.4	-7.5	-19.8	-206.7	-54.2	292.7	
-118.2	44.2	-137.8	-5.0	-29.6	-189.5	-46.8	118.0	
-110.8	41.7	-118.2	-19.8	-19.8	-187.0	-27.1	-182.1	
-105.9	24.5	-44.4	-39.4	-14.8	-179.7	-27.1	-344.5	
-96.0	19.6	12.2	-46.8	-7.5	-174.7	-12.4	-78.8	
-100.9	9.8	9.8	-24.7	4.8	-147.7	12.2	88.5	
-78.8	-29.6	-96.0	-0.1	9.8	-125.5	24.5	211.5	
-76.3	-41.9	-110.8	2.4	22.1	-93.6	22.1	157.4	
-69.0	-46.8	-103.4	-9.9	36.8	-69.0	24.5	201.6	
-69.0	-22.2	-66.5	-32.1	49.1	-54.2	36.8	236.1	
-73.9	-7.5	-22.2	-9.9	54.0	-66.5	46.7	236.1	
-66.5	-14.8	157.4	4.8	-2.5	-46.8	24.5	61.4	
-59.1	-7.5	191.8	17.1	-2.5	-39.4	14.7	-61.6	
-46.8	31.9	108.2	-7.5	-17.3	-54.2	-7.5	-194.4	
-39.4	9.8	83.6	-24.7	-39.4	-56.7	-22.2	-310.0	
-27.1	4.8	113.1	-73.9	-76.3	-56.7	-54.2	-374.0	
-24.7	-17.3	51.6	-51.7	-76.3	-37.0	-59.1	-150.1	
-27.1	-14.8	-98.5	-39.4	-54.2	-7.5	-59.1	95.9	
-19.8	-24.7	-152.6	-22.2	-39.4	24.5	-59.1	305.0	
-0.1	-32.1	-86.2	-12.4	-39.4	36.8	-73.9	270.5	
19.6	-51.7	-39.4	-19.8	-96.0	59.0	-93.6	113.1	
24.5	-56.7	-91.1	-27.1	-69.0	73.7	-91.1	-162.4	
56.5	-73.9	-100.9	-17.3	-12.4	71.3	-93.6	-332.2	
68.8	-66.5	-214.1	-27.1	2.4	98.3	-93.6	-388.8	
76.2	-81.3	-189.5	-17.3	56.5	125.4	-66.5	-430.6	
83.6	-73.9	-12.4	-17.3	140.1	164.7	-44.4	-248.5	
76.2	-83.7	147.5	-17.3	81.1	218.9	-22.2	142.6	
100.8	-76.3	140.1	-24.7	-51.7	280.4	-24.7	368.9	
100.8	-86.2	147.5	-9.9	-145.2	317.3	-9.9	297.6	
93.4	-88.6	31.9	4.8	-219.0	371.4	4.8	154.9	
86.0	-103.4	22.1	2.4	-169.8	410.7	39.3	179.5	
88.5	-96.0	41.7	-22.2	-14.8	432.9	54.0	186.9	
81.1	-103.4	7.3	-17.3	196.7	452.6	59.0	83.6	
83.6	-108.3	-81.3	-24.7	255.8	447.6	36.8	54.0	
78.6	-115.7	-66.5	-17.3	68.8	450.1	22.1	-7.5	
81.1	-108.3	-39.4	-0.1	34.4	445.2	-5.0	-37.0	
76.2	-100.9	-29.6	-17.3	-0.1	459.9	-32.1	-17.3	
68.8	-108.3	66.3	-14.8	-2.5	450.1	-46.8	19.6	
63.9	-100.9	157.4	-14.8	-2.5	437.8	-49.3	19.6	
56.5	-96.0	-64.0	-24.7	2.4	420.6	-41.9	-223.9	
59.0	-81.3	-219.0	-54.2	-32.1	408.3	-61.6	-351.9	
54.0	-76.3	-37.0	-44.4	-108.3	398.4	-69.0	-233.8	
56.5	-110.8	22.1	-22.2	-78.8	415.7	-49.3	-248.5	
54.0	-137.8	39.3	-22.2	-19.8	418.1	-37.0	-329.7	
63.9	-147.7	27.0	-19.8	-22.2	396.0	-27.1	-329.7	
51.6	-135.4	-7.5	-27.1	-7.5	373.8	4.8	-253.5	
63.9	-120.6	-32.1	-27.1	27.0	341.9	36.8	-49.3	
59.0	-120.6	-162.4	-29.6	29.4	322.2	39.3	-24.7	
54.0	-110.8	-76.3	-14.8	12.2	307.4	34.4	241.0	
49.1	-103.4	78.6	-32.1	-14.8	290.2	46.7	501.8	
31.9	-103.4	83.6	-24.7	-22.2	263.1	56.5	354.2	
22.1	-110.8	216.4	-5.0	-24.7	253.3	51.6	-59.1	
2.4	-123.1	88.5	4.8	-37.0	233.6	36.8	-172.3	
-5.0	-132.9	-59.1	-5.0	2.4	213.9	44.2	-73.9	
-22.2	-145.2	88.5	-19.8	34.4	211.5	51.6	174.6	
-22.2	-125.5	39.3	-32.1	9.8	191.8	44.2	319.7	
-32.1	-120.6	-113.2	-5.0	-14.8	164.7	17.1	277.9	
-44.4	-118.2	-81.3	-9.9	-41.9	142.6	-2.5	226.2	
-51.7	-115.7	-251.0	-9.9	-44.4	103.2	-7.5	142.6	
-51.7	-100.9	-83.7	-19.8	-71.4	68.8	-24.7	90.9	
-56.7	-115.7	66.3	-9.9	-64.0	63.9	-51.7	135.2	
-56.7	-118.2	36.8	-0.1	-32.1	54.0	-69.0	100.8	
-54.2	-118.2	127.8	-29.6	-2.5	31.9	-71.4	31.9	
-44.4	-108.3	-5.0	-32.1	49.1	17.1	-66.5	-130.5	
-66.5	-118.2	-236.2	-27.1	-12.4	19.6	-59.1	-211.6	
-69.0	-118.2	-128.0	-29.6	-54.2	14.7	-51.7	-86.2	
