时间,设备名称,片上时间(),加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),四元数0(),四元数1(),四元数2(),四元数3()
 11:23:17.884,e8:9e:2c:53:09:e3, 2024-07-06 21:57:22:805, 0.973, -0.03, -0.176, 0.305, 0.977, 0.732, -160.406, -80.601, -53.459, -41.783, -44.500, 45.733, 29.05, -0.16776, -0.72177, 0.2356, -0.62872,
 11:23:17.959,e8:9e:2c:53:09:e3, 2024-07-06 21:57:22:905, 0.972, -0.031, -0.175, 0.122, 1.099, 0.366, -160.494, -80.618, -53.91, -41.842, -44.367, 45.775, 29.05, -0.16776, -0.72177, 0.2356, -0.62872,
 11:23:18.079,e8:9e:2c:53:09:e3, 2024-07-06 21:57:23:005, 0.971, -0.026, -0.175, 0.244, 1.221, 0.427, -160.67, -80.656, -54.316, -41.842, -44.367, 45.775, 29.05, -0.17685, -0.71838, 0.24588, -0.62616,
 11:23:18.168,e8:9e:2c:53:09:e3, 2024-07-06 21:57:23:105, 0.97, -0.029, -0.172, 1.038, 1.221, 0.61, -160.741, -80.695, -54.833, -41.842, -44.367, 45.775, 29.05, -0.17685, -0.71838, 0.24588, -0.62616,
 11:23:18.289,e8:9e:2c:53:09:e3, 2024-07-06 21:57:23:205, 0.973, -0.026, -0.172, 1.526, 0.977, 1.221, -160.532, -80.711, -55.497, -41.808, -44.550, 45.442, 29.05, -0.18484, -0.71457, 0.25571, -0.62427,
 11:23:18.365,e8:9e:2c:53:09:e3, 2024-07-06 21:57:23:305, 0.971, -0.032, -0.175, 2.258, 0.732, 1.465, -160.016, -80.678, -56.475, -41.808, -44.550, 45.442, 29.05, -0.18484, -0.71457, 0.25571, -0.62427,
 11:23:18.484,e8:9e:2c:53:09:e3, 2024-07-06 21:57:23:405, 0.971, -0.03, -0.175, 2.747, 0.916, 1.038, -159.576, -80.656, -57.283, -41.808, -44.550, 45.442, 29.05, -0.18484, -0.71457, 0.25571, -0.62427,
 11:23:18.574,e8:9e:2c:53:09:e3, 2024-07-06 21:57:23:505, 0.973, -0.034, -0.175, 2.197, 0.854, 1.343, -159.093, -80.64, -58.123, -41.808, -44.550, 45.442, 29.05, -0.18484, -0.71457, 0.25571, -0.62427,
 11:23:18.693,e8:9e:2c:53:09:e3, 2024-07-06 21:57:23:605, 0.973, -0.032, -0.174, 2.38, 0.854, 1.587, -158.533, -80.623, -59.095, -41.858, -44.125, 45.917, 29.05, -0.19052, -0.71066, 0.26593, -0.62277,
 11:23:18.768,e8:9e:2c:53:09:e3, 2024-07-06 21:57:23:705, 0.971, -0.04, -0.176, 2.808, 0.854, 0.977, -157.95, -80.579, -60.046, -41.858, -44.125, 45.917, 29.05, -0.19052, -0.71066, 0.26593, -0.62277,
 11:23:18.889,e8:9e:2c:53:09:e3, 2024-07-06 21:57:23:805, 0.97, -0.039, -0.173, 2.319, 1.282, 0.244, -157.802, -80.618, -60.551, -42.058, -43.725, 45.750, 29.05, -0.19489, -0.70819, 0.27151, -0.6218,
 11:23:18.963,e8:9e:2c:53:09:e3, 2024-07-06 21:57:23:905, 0.976, -0.036, -0.174, 1.892, 0.732, 0.732, -157.725, -80.623, -60.996, -42.058, -43.725, 45.750, 29.05, -0.19489, -0.70819, 0.27151, -0.6218,
 11:23:19.084,e8:9e:2c:53:09:e3, 2024-07-06 21:57:24:005, 0.971, -0.036, -0.177, 0.61, 0.732, 0.916, -157.588, -80.607, -61.622, -42.058, -43.725, 45.750, 29.05, -0.19489, -0.70819, 0.27151, -0.6218,
 11:23:19.174,e8:9e:2c:53:09:e3, 2024-07-06 21:57:24:105, 0.973, -0.035, -0.173, 0.122, 0.488, 0.549, -157.659, -80.59, -62.1, -41.858, -43.700, 45.583, 29.05, -0.19489, -0.70819, 0.27151, -0.6218,
 11:23:19.294,e8:9e:2c:53:09:e3, 2024-07-06 21:57:24:205, 0.973, -0.037, -0.171, 0.366, 0.244, 0.671, -157.813, -80.546, -62.463, -41.858, -43.700, 45.583, 29.05, -0.20312, -0.70474, 0.28152, -0.61865,
 11:23:19.384,e8:9e:2c:53:09:e3, 2024-07-06 21:57:24:305, 0.971, -0.038, -0.177, 1.343, 0.427, 0.122, -158.044, -80.502, -62.644, -41.858, -43.700, 45.583, 29.05, -0.20312, -0.70474, 0.28152, -0.61865,
 11:23:19.505,e8:9e:2c:53:09:e3, 2024-07-06 21:57:24:405, 0.97, -0.036, -0.177, 1.038, 0.122, 0.427, -158.258, -80.464, -62.869, -41.858, -43.817, 45.742, 29.05, -0.20959, -0.70267, 0.28906, -0.61536,
 11:23:19.610,e8:9e:2c:53:09:e3, 2024-07-06 21:57:24:505, 0.971, -0.034, -0.178, 0.977, 0.366, 0.488, -158.472, -80.409, -63.083, -41.858, -43.817, 45.742, 29.05, -0.20959, -0.70267, 0.28906, -0.61536,
 11:23:19.699,e8:9e:2c:53:09:e3, 2024-07-06 21:57:24:605, 0.97, -0.035, -0.179, 1.16, 0.244, 0.305, -158.719, -80.365, -63.248, -41.667, -43.883, 46.025, 29.05, -0.20959, -0.70267, 0.28906, -0.61536,
 11:23:19.773,e8:9e:2c:53:09:e3, 2024-07-06 21:57:24:705, 0.968, -0.036, -0.182, 0.061, 0, 0.793, -158.989, -80.294, -63.517, -41.667, -43.883, 46.025, 29.05, -0.21561, -0.70074, 0.29617, -0.61209,
 11:23:19.894,e8:9e:2c:53:09:e3, 2024-07-06 21:57:24:805, 0.969, -0.036, -0.182, 1.038, 0.305, -0.061, -159.395, -80.233, -63.704, -41.667, -43.883, 46.025, 29.05, -0.21561, -0.70074, 0.29617, -0.61209,
 11:23:19.970,e8:9e:2c:53:09:e3, 2024-07-06 21:57:24:905, 0.97, -0.03, -0.182, 1.343, 0.427, 0.61, -159.697, -80.211, -63.842, -41.550, -44.158, 46.000, 29.05, -0.21561, -0.70074, 0.29617, -0.61209,
 11:23:20.107,e8:9e:2c:53:09:e3, 2024-07-06 21:57:25:005, 0.966, -0.036, -0.185, 2.136, 0.427, 0.488, -159.664, -80.167, -64.259, -41.550, -44.158, 46.000, 29.05, -0.2226, -0.69818, 0.30411, -0.60858,
 11:23:20.179,e8:9e:2c:53:09:e3, 2024-07-06 21:57:25:105, 0.968, -0.036, -0.183, 3.113, 0.488, 0.183, -159.714, -80.14, -64.512, -41.550, -44.158, 46.000, 29.05, -0.2226, -0.69818, 0.30411, -0.60858,
 11:23:20.299,e8:9e:2c:53:09:e3, 2024-07-06 21:57:25:205, 0.973, -0.028, -0.189, 2.441, 1.038, 0.671, -159.785, -80.134, -64.655, -41.367, -43.925, 46.342, 29.05, -0.22675, -0.69598, 0.30939, -0.6069,
 11:23:20.375,e8:9e:2c:53:09:e3, 2024-07-06 21:57:25:305, 0.971, -0.034, -0.185, 2.808, 1.038, 1.099, -159.439, -80.14, -65.352, -41.367, -43.925, 46.342, 29.05, -0.22675, -0.69598, 0.30939, -0.6069,
 11:23:20.493,e8:9e:2c:53:09:e3, 2024-07-06 21:57:25:405, 0.97, -0.041, -0.182, 2.075, 0.916, 1.587, -158.774, -80.123, -66.462, -41.367, -43.925, 46.342, 29.05, -0.22675, -0.69598, 0.30939, -0.6069,
 11:23:20.585,e8:9e:2c:53:09:e3, 2024-07-06 21:57:25:505, 0.968, -0.036, -0.185, 2.808, 1.221, -0.244, -158.604, -80.14, -66.907, -41.550, -43.525, 46.517, 29.05, -0.22675, -0.69598, 0.30939, -0.6069,
 11:23:20.704,e8:9e:2c:53:09:e3, 2024-07-06 21:57:25:605, 0.968, -0.033, -0.18, 0.244, 2.075, -0.061, -158.835, -80.239, -67.039, -41.550, -43.525, 46.517, 29.05, -0.23239, -0.69217, 0.31619, -0.60565,
 11:23:20.779,e8:9e:2c:53:09:e3, 2024-07-06 21:57:25:705, 0.969, -0.031, -0.185, 1.099, 2.014, 0.488, -158.846, -80.332, -67.462, -41.550, -43.525, 46.517, 29.05, -0.23239, -0.69217, 0.31619, -0.60565,
 11:23:20.898,e8:9e:2c:53:09:e3, 2024-07-06 21:57:25:805, 0.972, -0.032, -0.179, 2.38, 1.892, 0.427, -158.643, -80.425, -68.06, -41.717, -43.508, 46.558, 29.05, -0.2395, -0.6875, 0.32242, -0.60489,
 11:23:20.989,e8:9e:2c:53:09:e3, 2024-07-06 21:57:25:905, 0.971, -0.043, -0.176, 1.709, 2.136, 0.305, -158.34, -80.53, -68.752, -41.717, -43.508, 46.558, 29.05, -0.2395, -0.6875, 0.32242, -0.60489,
 11:23:21.124,e8:9e:2c:53:09:e3, 2024-07-06 21:57:26:005, 0.969, -0.038, -0.172, 1.465, 2.014, 0.488, -158.132, -80.645, -69.428, -41.717, -43.508, 46.558, 29.05, -0.2395, -0.6875, 0.32242, -0.60489,
 11:23:21.184,e8:9e:2c:53:09:e3, 2024-07-06 21:57:26:105, 0.972, -0.041, -0.171, 1.709, 2.197, 0.244, -157.863, -80.76, -70.104, -42.075, -43.608, 45.892, 29.05, -0.2395, -0.6875, 0.32242, -0.60489,
 11:23:21.318,e8:9e:2c:53:09:e3, 2024-07-06 21:57:26:205, 0.97, -0.034, -0.17, 2.38, 1.282, 0.061, -158, -80.854, -70.247, -42.075, -43.608, 45.892, 29.05, -0.24716, -0.68246, 0.32849, -0.60425,
 11:23:21.393,e8:9e:2c:53:09:e3, 2024-07-06 21:57:26:305, 0.973, -0.037, -0.166, 3.113, -0.671, 2.319, -157.533, -80.766, -71.032, -42.075, -43.608, 45.892, 29.05, -0.24716, -0.68246, 0.32849, -0.60425,
 11:23:21.515,e8:9e:2c:53:09:e3, 2024-07-06 21:57:26:405, 0.971, -0.038, -0.175, 3.418, -1.343, 2.319, -156.83, -80.519, -71.938, -42.058, -42.900, 46.158, 29.05, -0.24902, -0.68008, 0.33786, -0.60098,
 11:23:21.588,e8:9e:2c:53:09:e3, 2024-07-06 21:57:26:505, 0.969, -0.048, -0.176, -0.122, -0.366, 2.319, -156.226, -80.321, -73.087, -42.058, -42.900, 46.158, 29.05, -0.24902, -0.68008, 0.33786, -0.60098,
 11:23:21.708,e8:9e:2c:53:09:e3, 2024-07-06 21:57:26:605, 0.971, -0.045, -0.179, 1.404, 0.671, 0.366, -156.061, -80.228, -73.729, -42.058, -42.900, 46.158, 29.05, -0.24902, -0.68008, 0.33786, -0.60098,
 11:23:21.784,e8:9e:2c:53:09:e3, 2024-07-06 21:57:26:705, 0.97, -0.047, -0.178, 1.282, 1.953, 0.061, -156.127, -80.261, -74.015, -42.017, -42.883, 46.392, 29.05, -0.24902, -0.68008, 0.33786, -0.60098,
 11:23:21.919,e8:9e:2c:53:09:e3, 2024-07-06 21:57:26:805, 0.976, -0.042, -0.177, 2.258, 2.686, -1.038, -156.275, -80.414, -74.152, -42.017, -42.883, 46.392, 29, -0.25568, -0.67624, 0.34473, -0.59866,
 11:23:21.993,e8:9e:2c:53:09:e3, 2024-07-06 21:57:26:905, 0.974, -0.043, -0.176, 0.305, 3.357, -1.526, -156.638, -80.684, -74.191, -42.017, -42.883, 46.392, 29, -0.25568, -0.67624, 0.34473, -0.59866,
 11:23:22.114,e8:9e:2c:53:09:e3, 2024-07-06 21:57:27:005, 0.972, -0.032, -0.157, 2.136, 2.808, -1.343, -157.258, -80.964, -73.938, -42.017, -42.883, 46.392, 29, -0.25568, -0.67624, 0.34473, -0.59866,
 11:23:22.205,e8:9e:2c:53:09:e3, 2024-07-06 21:57:27:105, 0.972, -0.032, -0.162, 1.038, 1.77, -0.122, -157.632, -81.129, -73.889, -42.358, -43.142, 45.833, 29, -0.25568, -0.67624, 0.34473, -0.59866,
 11:23:22.309,e8:9e:2c:53:09:e3, 2024-07-06 21:57:27:205, 0.973, -0.033, -0.159, 1.099, 0.305, 1.099, -157.709, -81.151, -74.366, -42.358, -43.142, 45.833, 29, -0.26874, -0.66965, 0.35022, -0.59714,
 11:23:22.399,e8:9e:2c:53:09:e3, 2024-07-06 21:57:27:305, 0.973, -0.038, -0.165, 2.441, -0.61, 1.404, -157.5, -81.035, -75.037, -42.358, -43.142, 45.833, 29, -0.26874, -0.66965, 0.35022, -0.59714,
 11:23:22.519,e8:9e:2c:53:09:e3, 2024-07-06 21:57:27:405, 0.973, -0.037, -0.169, 5.127, -0.916, 0.732, -157.319, -80.881, -75.416, -42.208, -42.875, 46.125, 29, -0.2702, -0.66858, 0.35629, -0.59412,
 11:23:22.593,e8:9e:2c:53:09:e3, 2024-07-06 21:57:27:505, 0.972, -0.036, -0.175, 3.723, -0.793, 1.099, -157.214, -80.711, -75.608, -42.208, -42.875, 46.125, 29, -0.2702, -0.66858, 0.35629, -0.59412,
 11:23:22.717,e8:9e:2c:53:09:e3, 2024-07-06 21:57:27:605, 0.972, -0.043, -0.173, 1.648, 0, 0.854, -157.17, -80.59, -76.025, -42.208, -42.875, 46.125, 29, -0.2702, -0.66858, 0.35629, -0.59412,
 11:23:22.789,e8:9e:2c:53:09:e3, 2024-07-06 21:57:27:705, 0.971, -0.04, -0.177, 1.16, 0.427, 1.099, -157.104, -80.513, -76.487, -41.792, -42.425, 46.583, 29, -0.2702, -0.66858, 0.35629, -0.59412,
 11:23:22.942,e8:9e:2c:53:09:e3, 2024-07-06 21:57:27:805, 0.971, -0.045, -0.178, 0, 1.526, 0.854, -156.896, -80.502, -77.25, -41.792, -42.425, 46.583, 29, -0.27563, -0.66501, 0.36554, -0.58997,
 11:23:22.998,e8:9e:2c:53:09:e3, 2024-07-06 21:57:27:905, 0.972, -0.039, -0.173, 0.305, 1.77, 0.549, -156.802, -80.568, -77.893, -41.792, -42.425, 46.583, 29, -0.27563, -0.66501, 0.36554, -0.58997,
 11:23:23.118,e8:9e:2c:53:09:e3, 2024-07-06 21:57:28:005, 0.972, -0.039, -0.172, 2.075, 0.977, 0.793, -156.599, -80.601, -78.514, -42.008, -42.525, 46.183, 29, -0.28156, -0.6608, 0.37173, -0.58804,
 11:23:23.193,e8:9e:2c:53:09:e3, 2024-07-06 21:57:28:105, 0.971, -0.037, -0.173, 2.747, 0.488, 0.916, -156.374, -80.579, -79.03, -42.008, -42.525, 46.183, 29, -0.28156, -0.6608, 0.37173, -0.58804,
 11:23:23.313,e8:9e:2c:53:09:e3, 2024-07-06 21:57:28:205, 0.971, -0.04, -0.173, 1.587, -0.244, 1.343, -156.143, -80.497, -79.651, -42.100, -42.292, 46.417, 29, -0.28488, -0.65805, 0.37799, -0.58551,
 11:23:23.403,e8:9e:2c:53:09:e3, 2024-07-06 21:57:28:305, 0.971, -0.045, -0.175, 1.892, -0.122, 1.343, -155.896, -80.392, -80.332, -42.100, -42.292, 46.417, 29, -0.28488, -0.65805, 0.37799, -0.58551,
 11:23:23.524,e8:9e:2c:53:09:e3, 2024-07-06 21:57:28:405, 0.97, -0.043, -0.181, 1.587, 0.366, 0.488, -155.841, -80.316, -80.7, -42.100, -42.292, 46.417, 29, -0.28488, -0.65805, 0.37799, -0.58551,
 11:23:23.600,e8:9e:2c:53:09:e3, 2024-07-06 21:57:28:505, 0.97, -0.046, -0.18, 1.282, 0.549, 0.793, -155.847, -80.272, -81.134, -41.917, -42.017, 46.792, 29, -0.28488, -0.65805, 0.37799, -0.58551,
 11:23:23.733,e8:9e:2c:53:09:e3, 2024-07-06 21:57:28:605, 0.97, -0.042, -0.183, 2.441, 0.732, 0.793, -155.781, -80.239, -81.546, -41.917, -42.017, 46.792, 29, -0.28983, -0.6546, 0.38565, -0.58197,
 11:23:23.809,e8:9e:2c:53:09:e3, 2024-07-06 21:57:28:705, 0.972, -0.046, -0.182, 2.991, 1.587, 0, -155.555, -80.25, -82.084, -41.917, -42.017, 46.792, 29, -0.28983, -0.6546, 0.38565, -0.58197,
 11:23:23.928,e8:9e:2c:53:09:e3, 2024-07-06 21:57:28:805, 0.973, -0.038, -0.178, -0.793, 3.479, -0.793, -155.704, -80.414, -82.282, -41.975, -41.942, 46.700, 29, -0.29752, -0.64963, 0.39062, -0.58032,
 11:23:24.004,e8:9e:2c:53:09:e3, 2024-07-06 21:57:28:905, 0.972, -0.042, -0.168, 0.061, 2.014, 0.732, -155.836, -80.618, -82.798, -41.975, -41.942, 46.700, 29, -0.29752, -0.64963, 0.39062, -0.58032,
 11:23:24.123,e8:9e:2c:53:09:e3, 2024-07-06 21:57:29:005, 0.973, -0.042, -0.172, -0.549, 2.808, -0.244, -155.737, -80.744, -83.485, -41.975, -41.942, 46.700, 29, -0.29752, -0.64963, 0.39062, -0.58032,
 11:23:24.199,e8:9e:2c:53:09:e3, 2024-07-06 21:57:29:105, 0.974, -0.041, -0.165, 1.648, 1.831, -0.549, -156.028, -80.92, -83.677, -42.250, -42.675, 46.133, 29, -0.29752, -0.64963, 0.39062, -0.58032,
 11:23:24.334,e8:9e:2c:53:09:e3, 2024-07-06 21:57:29:205, 0.974, -0.036, -0.165, 3.174, 0.61, -0.427, -156.456, -81.002, -83.502, -42.250, -42.675, 46.133, 29, -0.30759, -0.64355, 0.39676, -0.57767,
 11:23:24.409,e8:9e:2c:53:09:e3, 2024-07-06 21:57:29:305, 0.971, -0.038, -0.167, 2.441, -0.061, -0.061, -156.879, -80.986, -83.337, -42.250, -42.675, 46.133, 29, -0.30759, -0.64355, 0.39676, -0.57767,
 11:23:24.528,e8:9e:2c:53:09:e3, 2024-07-06 21:57:29:405, 0.974, -0.033, -0.168, 2.075, -0.427, 0.305, -157.33, -80.909, -83.183, -42.008, -42.225, 46.317, 29, -0.31131, -0.64206, 0.4017, -0.57388,
 11:23:24.603,e8:9e:2c:53:09:e3, 2024-07-06 21:57:29:505, 0.973, -0.038, -0.173, 1.709, -0.671, 1.343, -157.385, -80.755, -83.535, -42.008, -42.225, 46.317, 29, -0.31131, -0.64206, 0.4017, -0.57388,
 11:23:24.724,e8:9e:2c:53:09:e3, 2024-07-06 21:57:29:605, 0.969, -0.037, -0.177, 3.052, -0.183, 0.488, -157.412, -80.634, -83.853, -42.008, -42.225, 46.317, 29, -0.31131, -0.64206, 0.4017, -0.57388,
 11:23:24.814,e8:9e:2c:53:09:e3, 2024-07-06 21:57:29:705, 0.968, -0.044, -0.171, 2.258, 0.916, -0.977, -157.665, -80.634, -83.969, -41.942, -42.100, 47.050, 29, -0.31131, -0.64206, 0.4017, -0.57388,
 11:23:24.934,e8:9e:2c:53:09:e3, 2024-07-06 21:57:29:805, 0.968, -0.035, -0.169, 2.38, -0.061, -0.793, -158.527, -80.662, -83.342, -41.942, -42.100, 47.050, 29, -0.31653, -0.63959, 0.40778, -0.56952,
 11:23:25.023,e8:9e:2c:53:09:e3, 2024-07-06 21:57:29:905, 0.972, -0.015, -0.177, -0.977, -1.709, 1.587, -159.164, -80.475, -83.035, -41.942, -42.100, 47.050, 29, -0.31653, -0.63959, 0.40778, -0.56952,
 11:23:25.129,e8:9e:2c:53:09:e3, 2024-07-06 21:57:30:005, 0.975, -0.025, -0.194, -5.92, -1.953, 5.005, -158.61, -80.107, -84.683, -41.608, -42.417, 47.300, 29, -0.32654, -0.63177, 0.42612, -0.55905,
 11:23:25.219,e8:9e:2c:53:09:e3, 2024-07-06 21:57:30:105, 0.967, -0.05, -0.181, -7.996, 1.648, 0.305, -158.637, -80.008, -86.276, -41.608, -42.417, 47.300, 29, -0.32654, -0.63177, 0.42612, -0.55905,
 11:23:25.338,e8:9e:2c:53:09:e3, 2024-07-06 21:57:30:205, 0.97, -0.046, -0.179, 5.188, 2.319, -3.113, -159.686, -80.211, -85.578, -41.608, -42.417, 47.300, 29, -0.32654, -0.63177, 0.42612, -0.55905,
 11:23:25.414,e8:9e:2c:53:09:e3, 2024-07-06 21:57:30:305, 0.97, -0.019, -0.178, 4.822, 1.16, -0.549, -160.631, -80.365, -84.348, -41.592, -43.175, 46.858, 29, -0.32654, -0.63177, 0.42612, -0.55905,
 11:23:25.533,e8:9e:2c:53:09:e3, 2024-07-06 21:57:30:405, 0.972, -0.028, -0.179, 2.808, 0.61, 1.16, -160.56, -80.365, -84.628, -41.592, -43.175, 46.858, 29, -0.33255, -0.63034, 0.42603, -0.55722,
 11:23:25.608,e8:9e:2c:53:09:e3, 2024-07-06 21:57:30:505, 0.968, -0.03, -0.183, 2.93, -0.366, 2.38, -160.104, -80.255, -85.435, -41.592, -43.175, 46.858, 29, -0.33255, -0.63034, 0.42603, -0.55722,
 11:23:25.744,e8:9e:2c:53:09:e3, 2024-07-06 21:57:30:605, 0.968, -0.035, -0.187, 1.038, 0.366, 1.831, -159.423, -80.101, -86.578, -41.533, -42.617, 47.175, 29, -0.33618, -0.62537, 0.43521, -0.55353,
 11:23:25.818,e8:9e:2c:53:09:e3, 2024-07-06 21:57:30:705, 0.969, -0.039, -0.185, 1.343, 1.587, 0.977, -159.071, -80.079, -87.484, -41.533, -42.617, 47.175, 29, -0.33618, -0.62537, 0.43521, -0.55353,
 11:23:25.939,e8:9e:2c:53:09:e3, 2024-07-06 21:57:30:805, 0.97, -0.038, -0.184, 1.404, 1.77, 0.61, -158.802, -80.14, -88.237, -41.533, -42.617, 47.175, 29, -0.33618, -0.62537, 0.43521, -0.55353,
 11:23:26.015,e8:9e:2c:53:09:e3, 2024-07-06 21:57:30:905, 0.972, -0.035, -0.183, 1.221, 2.319, 0.488, -158.61, -80.239, -88.819, -41.717, -42.508, 47.092, 29, -0.33618, -0.62537, 0.43521, -0.55353,
 11:23:26.134,e8:9e:2c:53:09:e3, 2024-07-06 21:57:31:005, 0.971, -0.029, -0.181, 0.305, 2.319, 1.16, -158.269, -80.349, -89.637, -41.717, -42.508, 47.092, 29, -0.34442, -0.61792, 0.44263, -0.5509,
 11:23:26.224,e8:9e:2c:53:09:e3, 2024-07-06 21:57:31:105, 0.969, -0.036, -0.177, 1.16, 2.136, 0.366, -157.906, -80.469, -90.533, -41.717, -42.508, 47.092, 29, -0.34442, -0.61792, 0.44263, -0.5509,
 11:23:26.343,e8:9e:2c:53:09:e3, 2024-07-06 21:57:31:205, 0.971, -0.032, -0.171, 1.892, 1.709, 0.61, -157.703, -80.574, -91.148, -42.033, -42.550, 46.592, 29, -0.35126, -0.61166, 0.44858, -0.54877,
 11:23:26.419,e8:9e:2c:53:09:e3, 2024-07-06 21:57:31:305, 0.971, -0.039, -0.17, 2.258, 0.61, 1.282, -157.302, -80.585, -91.983, -42.033, -42.550, 46.592, 29, -0.35126, -0.61166, 0.44858, -0.54877,
 11:23:26.540,e8:9e:2c:53:09:e3, 2024-07-06 21:57:31:405, 0.97, -0.037, -0.174, 2.747, 0.061, 0.916, -157.05, -80.519, -92.571, -42.033, -42.550, 46.592, 29, -0.35126, -0.61166, 0.44858, -0.54877,
 11:23:26.629,e8:9e:2c:53:09:e3, 2024-07-06 21:57:31:505, 0.97, -0.041, -0.177, 3.967, -0.366, 0.244, -157.039, -80.431, -92.796, -41.908, -42.200, 47.408, 29, -0.35126, -0.61166, 0.44858, -0.54877,
 11:23:26.764,e8:9e:2c:53:09:e3, 2024-07-06 21:57:31:605, 0.972, -0.037, -0.178, 2.869, -0.183, 0.549, -157.247, -80.343, -92.774, -41.908, -42.200, 47.408, 29, -0.35388, -0.6088, 0.4545, -0.54538,
 11:23:26.839,e8:9e:2c:53:09:e3, 2024-07-06 21:57:31:705, 0.972, -0.042, -0.181, 1.404, -0.427, 1.587, -157.181, -80.211, -93.235, -41.908, -42.200, 47.408, 29, -0.35388, -0.6088, 0.4545, -0.54538,
 11:23:26.943,e8:9e:2c:53:09:e3, 2024-07-06 21:57:31:805, 0.97, -0.044, -0.184, 0.305, 0.427, 1.343, -157.022, -80.101, -93.856, -41.642, -41.900, 47.392, 29, -0.35791, -0.60434, 0.46277, -0.54074,
 11:23:27.033,e8:9e:2c:53:09:e3, 2024-07-06 21:57:31:905, 0.97, -0.045, -0.183, 0.916, 0.732, 1.404, -156.78, -80.035, -94.592, -41.642, -41.900, 47.392, 29, -0.35791, -0.60434, 0.46277, -0.54074,
 11:23:27.155,e8:9e:2c:53:09:e3, 2024-07-06 21:57:32:005, 0.969, -0.044, -0.184, 1.77, 1.038, 0.916, -156.5, -80.013, -95.257, -41.642, -41.900, 47.392, 29, -0.35791, -0.60434, 0.46277, -0.54074,
 11:23:27.230,e8:9e:2c:53:09:e3, 2024-07-06 21:57:32:105, 0.969, -0.047, -0.18, 2.197, 0.671, 0.916, -156.275, -80.008, -95.828, -41.700, -41.742, 47.400, 29, -0.35791, -0.60434, 0.46277, -0.54074,
 11:23:27.349,e8:9e:2c:53:09:e3, 2024-07-06 21:57:32:205, 0.969, -0.043, -0.182, 1.648, 0.244, 0.916, -156.182, -79.953, -96.235, -41.700, -41.742, 47.400, 29, -0.36234, -0.59937, 0.46951, -0.53751,
 11:23:27.424,e8:9e:2c:53:09:e3, 2024-07-06 21:57:32:305, 0.97, -0.048, -0.184, 0.732, 0.122, 1.587, -156.006, -79.86, -96.872, -41.700, -41.742, 47.400, 29, -0.36234, -0.59937, 0.46951, -0.53751,
 11:23:27.544,e8:9e:2c:53:09:e3, 2024-07-06 21:57:32:405, 0.968, -0.047, -0.193, -0.305, 0.549, 1.648, -155.781, -79.761, -97.646, -41.625, -41.583, 47.617, 29, -0.36823, -0.59277, 0.47919, -0.53223,
 11:23:27.650,e8:9e:2c:53:09:e3, 2024-07-06 21:57:32:505, 0.97, -0.05, -0.186, -0.732, 1.099, 1.099, -155.577, -79.739, -98.558, -41.625, -41.583, 47.617, 29, -0.36823, -0.59277, 0.47919, -0.53223,
 11:23:27.755,e8:9e:2c:53:09:e3, 2024-07-06 21:57:32:605, 0.968, -0.049, -0.187, 1.404, 1.16, 0.244, -155.511, -79.761, -99.163, -41.625, -41.583, 47.617, 29, -0.36823, -0.59277, 0.47919, -0.53223,
 11:23:27.829,e8:9e:2c:53:09:e3, 2024-07-06 21:57:32:705, 0.968, -0.048, -0.185, 1.526, 1.587, -0.305, -155.676, -79.838, -99.36, -41.792, -41.808, 47.317, 29, -0.36823, -0.59277, 0.47919, -0.53223,
 11:23:27.950,e8:9e:2c:53:09:e3, 2024-07-06 21:57:32:805, 0.97, -0.044, -0.181, 1.892, 1.465, -0.427, -155.94, -79.942, -99.448, -41.792, -41.808, 47.317, 29, -0.37576, -0.58685, 0.48514, -0.52814,
 11:23:28.038,e8:9e:2c:53:09:e3, 2024-07-06 21:57:32:905, 0.972, -0.044, -0.18, 1.892, 0.427, 0.549, -156.132, -79.975, -99.591, -41.792, -41.808, 47.317, 29, -0.37576, -0.58685, 0.48514, -0.52814,
 11:23:28.160,e8:9e:2c:53:09:e3, 2024-07-06 21:57:33:005, 0.965, -0.05, -0.186, 1.16, 0.732, 0.427, -156.154, -79.931, -99.959, -41.758, -41.842, 47.108, 29, -0.38156, -0.58206, 0.49084, -0.52399,
 11:23:28.233,e8:9e:2c:53:09:e3, 2024-07-06 21:57:33:105, 0.97, -0.045, -0.182, 0.732, 1.465, 0.671, -156.226, -79.964, -100.377, -41.758, -41.842, 47.108, 29, -0.38156, -0.58206, 0.49084, -0.52399,
 11:23:28.356,e8:9e:2c:53:09:e3, 2024-07-06 21:57:33:205, 0.968, -0.045, -0.186, 1.709, 1.465, 0.549, -156.077, -80.002, -100.887, -41.758, -41.842, 47.108, 29, -0.38156, -0.58206, 0.49084, -0.52399,
 11:23:28.445,e8:9e:2c:53:09:e3, 2024-07-06 21:57:33:305, 0.969, -0.043, -0.179, 1.953, 1.038, 1.099, -155.852, -80.041, -101.475, -41.817, -41.842, 47.183, 29, -0.38156, -0.58206, 0.49084, -0.52399,
