时间,设备名称,片上时间(),加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),四元数0(),四元数1(),四元数2(),四元数3()
 11:16:45.555,e8:9e:2c:53:09:e3, 2024-07-06 21:50:53:305, 0.967, -0.03, -0.198, 1.526, 1.038, 1.221, -161.521, -79.552, -62.095, -35.808, -53.175, 36.517, 30.01, 0.21985, 0.70294, -0.30298, 0.60468,
 11:16:45.674,e8:9e:2c:53:09:e3, 2024-07-06 21:50:53:405, 0.967, -0.032, -0.195, 1.343, 1.282, 0.732, -161.301, -79.568, -62.699, -35.808, -53.175, 36.517, 30.01, 0.21985, 0.70294, -0.30298, 0.60468,
 11:16:45.749,e8:9e:2c:53:09:e3, 2024-07-06 21:50:53:505, 0.968, -0.031, -0.193, 0.549, 1.404, 0.793, -161.197, -79.601, -63.177, -36.000, -53.075, 36.467, 30.01, 0.21985, 0.70294, -0.30298, 0.60468,
 11:16:45.854,e8:9e:2c:53:09:e3, 2024-07-06 21:50:53:605, 0.968, -0.033, -0.193, 1.16, 0.977, 0.854, -161.076, -79.607, -63.693, -36.000, -53.075, 36.467, 30.01, 0.22617, 0.69904, -0.31076, 0.60291,
 11:16:45.930,e8:9e:2c:53:09:e3, 2024-07-06 21:50:53:705, 0.966, -0.033, -0.192, -0.061, 1.099, 0.854, -161.01, -79.618, -64.188, -36.000, -53.075, 36.467, 30.01, 0.22617, 0.69904, -0.31076, 0.60291,
 11:16:46.051,e8:9e:2c:53:09:e3, 2024-07-06 21:50:53:805, 0.967, -0.034, -0.192, 0.61, 0.916, 1.16, -160.845, -79.601, -64.792, -36.100, -53.158, 36.433, 30.01, 0.22617, 0.69904, -0.31076, 0.60291,
 11:16:46.126,e8:9e:2c:53:09:e3, 2024-07-06 21:50:53:905, 0.967, -0.033, -0.194, 1.282, 0.977, 0.732, -160.719, -79.59, -65.281, -36.100, -53.158, 36.433, 30.01, 0.23199, 0.69562, -0.3183, 0.60071,
 11:16:46.259,e8:9e:2c:53:09:e3, 2024-07-06 21:50:54:005, 0.966, -0.034, -0.195, 0.61, 0.793, 1.16, -160.642, -79.579, -65.753, -36.100, -53.158, 36.433, 30.01, 0.23199, 0.69562, -0.3183, 0.60071,
 11:16:46.336,e8:9e:2c:53:09:e3, 2024-07-06 21:50:54:105, 0.967, -0.035, -0.195, 1.099, 0.977, 0.977, -160.466, -79.557, -66.363, -36.250, -53.108, 36.425, 30.01, 0.23199, 0.69562, -0.3183, 0.60071,
 11:16:46.440,e8:9e:2c:53:09:e3, 2024-07-06 21:50:54:205, 0.967, -0.036, -0.193, 1.282, 1.099, 0.427, -160.422, -79.574, -66.808, -36.250, -53.108, 36.425, 30.01, 0.23892, 0.69156, -0.32687, 0.59808,
 11:16:46.529,e8:9e:2c:53:09:e3, 2024-07-06 21:50:54:305, 0.967, -0.033, -0.193, 1.587, 0.854, 0.671, -160.411, -79.585, -67.165, -36.250, -53.108, 36.425, 30.01, 0.23892, 0.69156, -0.32687, 0.59808,
 11:16:46.650,e8:9e:2c:53:09:e3, 2024-07-06 21:50:54:405, 0.967, -0.035, -0.195, 1.526, 0.793, 0.793, -160.312, -79.568, -67.615, -36.083, -53.150, 36.475, 30.01, 0.24283, 0.68921, -0.33194, 0.59641,
 11:16:46.725,e8:9e:2c:53:09:e3, 2024-07-06 21:50:54:505, 0.967, -0.034, -0.195, 1.16, 0.671, 0.977, -160.214, -79.547, -68.099, -36.083, -53.150, 36.475, 30.01, 0.24283, 0.68921, -0.33194, 0.59641,
 11:16:46.845,e8:9e:2c:53:09:e3, 2024-07-06 21:50:54:605, 0.965, -0.036, -0.196, 1.343, 0.793, 0.732, -160.104, -79.514, -68.577, -36.083, -53.150, 36.475, 30.01, 0.24283, 0.68921, -0.33194, 0.59641,
 11:16:46.935,e8:9e:2c:53:09:e3, 2024-07-06 21:50:54:705, 0.967, -0.038, -0.196, 0.61, 0.977, 0.732, -160.032, -79.508, -69.038, -36.242, -53.092, 36.192, 30.01, 0.24283, 0.68921, -0.33194, 0.59641,
 11:16:47.070,e8:9e:2c:53:09:e3, 2024-07-06 21:50:54:805, 0.967, -0.037, -0.195, 1.16, 1.16, 0.427, -160.093, -79.536, -69.379, -36.242, -53.092, 36.192, 30.01, 0.24948, 0.6853, -0.34009, 0.59357,
 11:16:47.130,e8:9e:2c:53:09:e3, 2024-07-06 21:50:54:905, 0.967, -0.034, -0.195, 0.793, 1.16, 0.244, -160.23, -79.563, -69.642, -36.242, -53.092, 36.192, 30.01, 0.24948, 0.6853, -0.34009, 0.59357,
 11:16:47.249,e8:9e:2c:53:09:e3, 2024-07-06 21:50:55:005, 0.967, -0.034, -0.194, 1.16, 0.977, 0.244, -160.406, -79.59, -69.857, -36.108, -53.242, 36.117, 30.01, 0.25555, 0.68222, -0.34576, 0.59125,
 11:16:47.341,e8:9e:2c:53:09:e3, 2024-07-06 21:50:55:105, 0.967, -0.034, -0.194, 1.465, 0.916, 0.366, -160.543, -79.601, -70.098, -36.108, -53.242, 36.117, 30.01, 0.25555, 0.68222, -0.34576, 0.59125,
 11:16:47.460,e8:9e:2c:53:09:e3, 2024-07-06 21:50:55:205, 0.966, -0.034, -0.192, 1.587, 0.61, 0.61, -160.604, -79.596, -70.395, -36.108, -53.242, 36.117, 30.01, 0.25555, 0.68222, -0.34576, 0.59125,
 11:16:47.535,e8:9e:2c:53:09:e3, 2024-07-06 21:50:55:305, 0.967, -0.034, -0.194, 1.587, 0.549, 0.916, -160.565, -79.563, -70.785, -36.017, -53.167, 36.208, 30.01, 0.25555, 0.68222, -0.34576, 0.59125,
 11:16:47.656,e8:9e:2c:53:09:e3, 2024-07-06 21:50:55:405, 0.966, -0.036, -0.196, 2.014, 0.549, 0.854, -160.428, -79.514, -71.241, -36.017, -53.167, 36.208, 30.01, 0.26071, 0.67917, -0.35263, 0.58847,
 11:16:47.730,e8:9e:2c:53:09:e3, 2024-07-06 21:50:55:505, 0.966, -0.034, -0.195, 2.319, 0.549, 0.854, -160.28, -79.475, -71.686, -36.017, -53.167, 36.208, 30.01, 0.26071, 0.67917, -0.35263, 0.58847,
 11:16:47.850,e8:9e:2c:53:09:e3, 2024-07-06 21:50:55:605, 0.967, -0.035, -0.197, 1.526, 0.671, 1.038, -160.115, -79.442, -72.18, -36.075, -52.983, 36.292, 30.01, 0.26453, 0.67633, -0.35876, 0.5863,
 11:16:47.940,e8:9e:2c:53:09:e3, 2024-07-06 21:50:55:705, 0.966, -0.038, -0.198, 2.014, 0.793, 0.916, -159.901, -79.415, -72.74, -36.075, -52.983, 36.292, 30.01, 0.26453, 0.67633, -0.35876, 0.5863,
 11:16:48.062,e8:9e:2c:53:09:e3, 2024-07-06 21:50:55:805, 0.968, -0.038, -0.197, 2.563, 0.977, 0.427, -159.78, -79.409, -73.147, -36.075, -52.983, 36.292, 30.01, 0.26453, 0.67633, -0.35876, 0.5863,
 11:16:48.135,e8:9e:2c:53:09:e3, 2024-07-06 21:50:55:905, 0.966, -0.041, -0.198, 2.258, 1.16, 0.122, -159.835, -79.431, -73.345, -36.067, -52.708, 36.650, 30.01, 0.26453, 0.67633, -0.35876, 0.5863,
 11:16:48.255,e8:9e:2c:53:09:e3, 2024-07-06 21:50:56:005, 0.968, -0.034, -0.195, 1.343, 1.038, 0.427, -159.961, -79.464, -73.526, -36.067, -52.708, 36.650, 30.01, 0.26926, 0.67337, -0.36386, 0.58444,
 11:16:48.344,e8:9e:2c:53:09:e3, 2024-07-06 21:50:56:105, 0.967, -0.038, -0.196, 0.488, 1.282, 0.427, -159.961, -79.481, -73.911, -36.067, -52.708, 36.650, 30.01, 0.26926, 0.67337, -0.36386, 0.58444,
 11:16:48.464,e8:9e:2c:53:09:e3, 2024-07-06 21:50:56:205, 0.966, -0.037, -0.194, 0.854, 1.099, 0.244, -160.038, -79.514, -74.251, -35.925, -52.900, 36.467, 30.01, 0.27551, 0.66968, -0.36996, 0.58191,
 11:16:48.540,e8:9e:2c:53:09:e3, 2024-07-06 21:50:56:305, 0.966, -0.036, -0.194, 0.671, 0.977, 0.366, -160.236, -79.541, -74.471, -35.925, -52.900, 36.467, 30.01, 0.27551, 0.66968, -0.36996, 0.58191,
 11:16:48.675,e8:9e:2c:53:09:e3, 2024-07-06 21:50:56:405, 0.967, -0.036, -0.194, 0.366, 0.854, 0.305, -160.428, -79.552, -74.713, -35.925, -52.900, 36.467, 30.01, 0.27551, 0.66968, -0.36996, 0.58191,
 11:16:48.735,e8:9e:2c:53:09:e3, 2024-07-06 21:50:56:505, 0.966, -0.033, -0.194, 0.732, 0.854, 0.122, -160.675, -79.563, -74.888, -36.050, -53.067, 36.450, 30.01, 0.27551, 0.66968, -0.36996, 0.58191,
 11:16:48.869,e8:9e:2c:53:09:e3, 2024-07-06 21:50:56:605, 0.966, -0.033, -0.194, 0.916, 0.793, 0.183, -160.955, -79.574, -75.031, -36.050, -53.067, 36.450, 30.01, 0.28339, 0.66559, -0.37744, 0.57803,
 11:16:48.960,e8:9e:2c:53:09:e3, 2024-07-06 21:50:56:705, 0.968, -0.031, -0.196, 0.305, 1.038, 0.183, -161.219, -79.585, -75.207, -36.050, -53.067, 36.450, 30.01, 0.28339, 0.66559, -0.37744, 0.57803,
 11:16:49.065,e8:9e:2c:53:09:e3, 2024-07-06 21:50:56:805, 0.968, -0.029, -0.196, 0.488, 0.732, 0.488, -161.406, -79.596, -75.449, -35.825, -53.258, 36.342, 30.01, 0.28934, 0.66235, -0.38327, 0.57495,
 11:16:49.140,e8:9e:2c:53:09:e3, 2024-07-06 21:50:56:905, 0.966, -0.033, -0.194, 0.244, 0.977, 0.305, -161.559, -79.59, -75.718, -35.825, -53.258, 36.342, 30.01, 0.28934, 0.66235, -0.38327, 0.57495,
 11:16:49.259,e8:9e:2c:53:09:e3, 2024-07-06 21:50:57:005, 0.967, -0.028, -0.194, 0.977, 1.038, 0.427, -161.713, -79.607, -75.954, -35.825, -53.258, 36.342, 30.01, 0.28934, 0.66235, -0.38327, 0.57495,
 11:16:49.350,e8:9e:2c:53:09:e3, 2024-07-06 21:50:57:105, 0.967, -0.029, -0.194, 1.709, 0.916, 0.427, -161.774, -79.612, -76.245, -35.917, -53.367, 36.392, 30.01, 0.28934, 0.66235, -0.38327, 0.57495,
 11:16:49.471,e8:9e:2c:53:09:e3, 2024-07-06 21:50:57:205, 0.966, -0.029, -0.196, 1.343, 1.038, 0.549, -161.785, -79.618, -76.569, -35.917, -53.367, 36.392, 30.01, 0.29605, 0.65823, -0.39017, 0.57162,
 11:16:49.545,e8:9e:2c:53:09:e3, 2024-07-06 21:50:57:305, 0.967, -0.028, -0.196, 1.404, 0.916, 0.61, -161.779, -79.623, -76.937, -35.917, -53.367, 36.392, 30.01, 0.29605, 0.65823, -0.39017, 0.57162,
 11:16:49.664,e8:9e:2c:53:09:e3, 2024-07-06 21:50:57:405, 0.967, -0.029, -0.195, 1.221, 0.916, 0.793, -161.741, -79.623, -77.366, -35.933, -53.475, 36.442, 30.01, 0.30112, 0.65454, -0.39642, 0.56891,
 11:16:49.755,e8:9e:2c:53:09:e3, 2024-07-06 21:50:57:505, 0.967, -0.032, -0.196, 1.16, 0.793, 0.854, -161.592, -79.596, -77.871, -35.933, -53.475, 36.442, 30.01, 0.30112, 0.65454, -0.39642, 0.56891,
 11:16:49.875,e8:9e:2c:53:09:e3, 2024-07-06 21:50:57:605, 0.967, -0.031, -0.195, 1.282, 0.916, 0.671, -161.532, -79.59, -78.333, -35.933, -53.475, 36.442, 30.01, 0.30112, 0.65454, -0.39642, 0.56891,
 11:16:49.950,e8:9e:2c:53:09:e3, 2024-07-06 21:50:57:705, 0.967, -0.033, -0.194, 1.282, 0.854, 0.793, -161.483, -79.585, -78.766, -35.858, -53.333, 36.275, 30.01, 0.30112, 0.65454, -0.39642, 0.56891,
 11:16:50.070,e8:9e:2c:53:09:e3, 2024-07-06 21:50:57:805, 0.967, -0.032, -0.195, 1.038, 1.038, 0.61, -161.439, -79.579, -79.178, -35.858, -53.333, 36.275, 30.01, 0.30673, 0.6503, -0.40341, 0.56583,
 11:16:50.159,e8:9e:2c:53:09:e3, 2024-07-06 21:50:57:905, 0.967, -0.03, -0.194, 1.404, 1.038, 0.549, -161.428, -79.596, -79.563, -35.858, -53.333, 36.275, 30.01, 0.30673, 0.6503, -0.40341, 0.56583,
 11:16:50.280,e8:9e:2c:53:09:e3, 2024-07-06 21:50:58:005, 0.967, -0.029, -0.195, 1.221, 0.977, 0.427, -161.444, -79.607, -79.909, -35.825, -53.325, 36.117, 30.01, 0.31238, 0.64633, -0.40948, 0.56296,
 11:16:50.355,e8:9e:2c:53:09:e3, 2024-07-06 21:50:58:105, 0.967, -0.029, -0.193, 1.404, 0.854, 0.61, -161.483, -79.612, -80.233, -35.825, -53.325, 36.117, 30.01, 0.31238, 0.64633, -0.40948, 0.56296,
 11:16:50.475,e8:9e:2c:53:09:e3, 2024-07-06 21:50:58:205, 0.966, -0.031, -0.195, 1.587, 0.671, 0.671, -161.433, -79.596, -80.64, -35.825, -53.325, 36.117, 30.01, 0.31238, 0.64633, -0.40948, 0.56296,
 11:16:50.550,e8:9e:2c:53:09:e3, 2024-07-06 21:50:58:305, 0.967, -0.031, -0.195, 1.404, 0.671, 0.732, -161.417, -79.574, -81.024, -35.900, -53.317, 36.325, 30.01, 0.31238, 0.64633, -0.40948, 0.56296,
 11:16:50.687,e8:9e:2c:53:09:e3, 2024-07-06 21:50:58:405, 0.966, -0.03, -0.196, 1.282, 0.549, 0.793, -161.384, -79.547, -81.442, -35.900, -53.317, 36.325, 30.01, 0.31757, 0.64233, -0.41623, 0.5596,
 11:16:50.759,e8:9e:2c:53:09:e3, 2024-07-06 21:50:58:505, 0.966, -0.033, -0.196, 1.282, 0.732, 0.671, -161.356, -79.519, -81.859, -35.900, -53.317, 36.325, 30.01, 0.31757, 0.64233, -0.41623, 0.5596,
 11:16:50.879,e8:9e:2c:53:09:e3, 2024-07-06 21:50:58:605, 0.967, -0.033, -0.196, 1.221, 0.793, 0.61, -161.389, -79.503, -82.2, -35.883, -53.258, 36.575, 30.01, 0.32248, 0.63873, -0.42224, 0.55646,
 11:16:50.955,e8:9e:2c:53:09:e3, 2024-07-06 21:50:58:705, 0.966, -0.034, -0.197, 0.488, 0.916, 0.305, -161.505, -79.508, -82.496, -35.883, -53.258, 36.575, 30.01, 0.32248, 0.63873, -0.42224, 0.55646,
 11:16:51.105,e8:9e:2c:53:09:e3, 2024-07-06 21:50:58:805, 0.967, -0.031, -0.195, 0.671, 1.16, 0.183, -161.746, -79.525, -82.667, -35.883, -53.258, 36.575, 30.01, 0.32248, 0.63873, -0.42224, 0.55646,
 11:16:51.165,e8:9e:2c:53:09:e3, 2024-07-06 21:50:58:905, 0.967, -0.028, -0.195, 1.404, 0.977, 0.427, -161.906, -79.547, -82.886, -35.892, -53.375, 36.292, 30.01, 0.32248, 0.63873, -0.42224, 0.55646,
 11:16:51.285,e8:9e:2c:53:09:e3, 2024-07-06 21:50:59:005, 0.966, -0.03, -0.195, 1.831, 0.732, 0.488, -161.927, -79.541, -83.199, -35.892, -53.375, 36.292, 30.01, 0.32916, 0.63431, -0.42874, 0.55261,
 11:16:51.361,e8:9e:2c:53:09:e3, 2024-07-06 21:50:59:105, 0.966, -0.03, -0.195, 1.892, 0.61, 0.916, -161.856, -79.519, -83.589, -35.892, -53.375, 36.292, 30.01, 0.32916, 0.63431, -0.42874, 0.55261,
 11:16:51.480,e8:9e:2c:53:09:e3, 2024-07-06 21:50:59:205, 0.966, -0.032, -0.198, 1.831, 0.427, 1.16, -161.62, -79.459, -84.161, -35.842, -53.175, 36.708, 30.01, 0.33252, 0.63086, -0.43469, 0.54987,
 11:16:51.569,e8:9e:2c:53:09:e3, 2024-07-06 21:50:59:305, 0.966, -0.033, -0.198, 2.136, 0.488, 1.099, -161.362, -79.404, -84.743, -35.842, -53.175, 36.708, 30.01, 0.33252, 0.63086, -0.43469, 0.54987,
 11:16:51.689,e8:9e:2c:53:09:e3, 2024-07-06 21:50:59:405, 0.966, -0.034, -0.198, 1.099, 0.61, 1.343, -161.065, -79.338, -85.358, -35.842, -53.175, 36.708, 30.01, 0.33252, 0.63086, -0.43469, 0.54987,
 11:16:51.765,e8:9e:2c:53:09:e3, 2024-07-06 21:50:59:505, 0.966, -0.035, -0.201, 1.038, 0.732, 1.099, -160.801, -79.283, -86.023, -35.767, -53.042, 36.833, 30.01, 0.33252, 0.63086, -0.43469, 0.54987,
 11:16:51.885,e8:9e:2c:53:09:e3, 2024-07-06 21:50:59:605, 0.965, -0.036, -0.201, 1.465, 0.916, 0.916, -160.62, -79.261, -86.6, -35.767, -53.042, 36.833, 30.01, 0.3367, 0.62625, -0.44229, 0.54654,
 11:16:51.960,e8:9e:2c:53:09:e3, 2024-07-06 21:50:59:705, 0.966, -0.036, -0.199, 2.075, 1.099, 0.366, -160.527, -79.266, -87.017, -35.767, -53.042, 36.833, 29.85, 0.3367, 0.62625, -0.44229, 0.54654,
 11:16:52.080,e8:9e:2c:53:09:e3, 2024-07-06 21:50:59:805, 0.966, -0.036, -0.199, 2.441, 0.916, 0.244, -160.56, -79.288, -87.242, -35.767, -53.042, 36.833, 29.85, 0.3367, 0.62625, -0.44229, 0.54654,
 11:16:52.170,e8:9e:2c:53:09:e3, 2024-07-06 21:50:59:905, 0.967, -0.036, -0.199, 1.831, 1.038, 0.427, -160.604, -79.299, -87.479, -35.817, -52.817, 36.825, 29.85, 0.3367, 0.62625, -0.44229, 0.54654,
 11:16:52.291,e8:9e:2c:53:09:e3, 2024-07-06 21:51:00:005, 0.965, -0.037, -0.199, 2.136, 1.038, 0.366, -160.582, -79.316, -87.797, -35.817, -52.817, 36.825, 29.85, 0.34247, 0.62149, -0.44846, 0.54333,
 11:16:52.365,e8:9e:2c:53:09:e3, 2024-07-06 21:51:00:105, 0.965, -0.033, -0.199, 1.648, 0.793, 0.427, -160.659, -79.321, -87.995, -35.817, -52.817, 36.825, 29.85, 0.34247, 0.62149, -0.44846, 0.54333,
 11:16:52.484,e8:9e:2c:53:09:e3, 2024-07-06 21:51:00:205, 0.967, -0.035, -0.199, 1.16, 0.793, 0.61, -160.686, -79.31, -88.336, -35.825, -52.700, 36.625, 29.85, 0.34717, 0.61774, -0.45374, 0.54022,
 11:16:52.574,e8:9e:2c:53:09:e3, 2024-07-06 21:51:00:305, 0.966, -0.038, -0.201, 0.244, 0.977, 0.61, -160.714, -79.305, -88.731, -35.825, -52.700, 36.625, 29.85, 0.34717, 0.61774, -0.45374, 0.54022,
 11:16:52.696,e8:9e:2c:53:09:e3, 2024-07-06 21:51:00:405, 0.966, -0.034, -0.198, 0.61, 1.038, 0.366, -160.884, -79.321, -89.055, -35.825, -52.700, 36.625, 29.85, 0.34717, 0.61774, -0.45374, 0.54022,
 11:16:52.771,e8:9e:2c:53:09:e3, 2024-07-06 21:51:00:505, 0.966, -0.033, -0.199, 1.465, 0.854, 0.366, -161.027, -79.338, -89.313, -35.858, -52.883, 36.692, 29.85, 0.34717, 0.61774, -0.45374, 0.54022,
 11:16:52.889,e8:9e:2c:53:09:e3, 2024-07-06 21:51:00:605, 0.966, -0.033, -0.198, 0.427, 0.916, 0.305, -161.175, -79.338, -89.539, -35.858, -52.883, 36.692, 29.85, 0.35382, 0.61282, -0.46036, 0.53592,
 11:16:52.979,e8:9e:2c:53:09:e3, 2024-07-06 21:51:00:705, 0.965, -0.034, -0.2, 0.793, 0.977, 0.305, -161.318, -79.349, -89.813, -35.858, -52.883, 36.692, 29.85, 0.35382, 0.61282, -0.46036, 0.53592,
 11:16:53.100,e8:9e:2c:53:09:e3, 2024-07-06 21:51:00:805, 0.967, -0.032, -0.199, 0.977, 0.916, 0.244, -161.51, -79.365, -90.005, -35.808, -53.167, 36.492, 29.85, 0.35962, 0.60858, -0.46594, 0.53204,
 11:16:53.175,e8:9e:2c:53:09:e3, 2024-07-06 21:51:00:905, 0.965, -0.031, -0.2, 0.366, 0.977, 0.183, -161.719, -79.371, -90.198, -35.808, -53.167, 36.492, 29.85, 0.35962, 0.60858, -0.46594, 0.53204,
 11:16:53.296,e8:9e:2c:53:09:e3, 2024-07-06 21:51:01:005, 0.965, -0.032, -0.197, -0.305, 1.221, 0.305, -161.988, -79.398, -90.428, -35.808, -53.167, 36.492, 29.85, 0.35962, 0.60858, -0.46594, 0.53204,
 11:16:53.385,e8:9e:2c:53:09:e3, 2024-07-06 21:51:01:105, 0.966, -0.028, -0.197, 1.282, 0.916, 0.366, -162.175, -79.415, -90.643, -35.783, -53.408, 36.608, 29.85, 0.35962, 0.60858, -0.46594, 0.53204,
 11:16:53.490,e8:9e:2c:53:09:e3, 2024-07-06 21:51:01:205, 0.966, -0.028, -0.2, 1.648, 0.732, 0.732, -162.186, -79.415, -91, -35.783, -53.408, 36.608, 29.85, 0.36661, 0.60327, -0.47266, 0.52737,
 11:16:53.580,e8:9e:2c:53:09:e3, 2024-07-06 21:51:01:305, 0.966, -0.029, -0.2, 1.099, 0.916, 0.671, -162.114, -79.398, -91.428, -35.783, -53.408, 36.608, 29.85, 0.36661, 0.60327, -0.47266, 0.52737,
 11:16:53.700,e8:9e:2c:53:09:e3, 2024-07-06 21:51:01:405, 0.967, -0.03, -0.2, 1.16, 0.977, 0.549, -162.125, -79.404, -91.807, -35.658, -53.417, 36.367, 29.85, 0.37152, 0.59879, -0.47833, 0.52393,
 11:16:53.775,e8:9e:2c:53:09:e3, 2024-07-06 21:51:01:505, 0.966, -0.03, -0.198, 1.282, 1.099, 0.488, -162.153, -79.415, -92.17, -35.658, -53.417, 36.367, 29.85, 0.37152, 0.59879, -0.47833, 0.52393,
 11:16:53.894,e8:9e:2c:53:09:e3, 2024-07-06 21:51:01:605, 0.966, -0.031, -0.198, 1.282, 1.099, 0.549, -162.186, -79.431, -92.488, -35.658, -53.417, 36.367, 29.85, 0.37152, 0.59879, -0.47833, 0.52393,
 11:16:54.000,e8:9e:2c:53:09:e3, 2024-07-06 21:51:01:705, 0.966, -0.028, -0.198, 1.892, 0.916, 0.793, -162.109, -79.437, -92.906, -35.650, -53.342, 36.500, 29.85, 0.37152, 0.59879, -0.47833, 0.52393,
 11:16:54.105,e8:9e:2c:53:09:e3, 2024-07-06 21:51:01:805, 0.966, -0.03, -0.198, 2.075, 0.916, 0.854, -161.922, -79.431, -93.389, -35.650, -53.342, 36.500, 29.85, 0.37619, 0.59418, -0.4838, 0.52081,
 11:16:54.181,e8:9e:2c:53:09:e3, 2024-07-06 21:51:01:905, 0.966, -0.033, -0.196, 1.282, 0.916, 0.854, -161.752, -79.426, -93.911, -35.650, -53.342, 36.500, 29.85, 0.37619, 0.59418, -0.4838, 0.52081,
 11:16:54.299,e8:9e:2c:53:09:e3, 2024-07-06 21:51:02:005, 0.966, -0.033, -0.197, 0.793, 0.916, 0.793, -161.664, -79.415, -94.406, -35.733, -53.167, 36.592, 29.85, 0.38095, 0.58926, -0.48965, 0.51746,
 11:16:54.389,e8:9e:2c:53:09:e3, 2024-07-06 21:51:02:105, 0.966, -0.032, -0.196, 1.16, 1.099, 0.793, -161.614, -79.426, -94.867, -35.733, -53.167, 36.592, 29.85, 0.38095, 0.58926, -0.48965, 0.51746,
 11:16:54.510,e8:9e:2c:53:09:e3, 2024-07-06 21:51:02:205, 0.966, -0.032, -0.198, 1.648, 0.916, 0.854, -161.488, -79.426, -95.35, -35.733, -53.167, 36.592, 29.85, 0.38095, 0.58926, -0.48965, 0.51746,
 11:16:54.585,e8:9e:2c:53:09:e3, 2024-07-06 21:51:02:305, 0.967, -0.031, -0.198, 1.404, 1.16, 0.671, -161.4, -79.442, -95.823, -35.700, -53.317, 36.433, 29.85, 0.38095, 0.58926, -0.48965, 0.51746,
 11:16:54.705,e8:9e:2c:53:09:e3, 2024-07-06 21:51:02:405, 0.966, -0.032, -0.197, 2.014, 1.038, 0.793, -161.268, -79.453, -96.29, -35.700, -53.317, 36.433, 29.85, 0.38599, 0.58398, -0.49554, 0.5141,
 11:16:54.795,e8:9e:2c:53:09:e3, 2024-07-06 21:51:02:505, 0.966, -0.033, -0.196, 1.953, 0.793, 1.038, -161.049, -79.442, -96.817, -35.700, -53.317, 36.433, 29.85, 0.38599, 0.58398, -0.49554, 0.5141,
 11:16:54.929,e8:9e:2c:53:09:e3, 2024-07-06 21:51:02:605, 0.967, -0.035, -0.197, 1.648, 0.977, 0.732, -160.845, -79.431, -97.361, -35.858, -53.042, 36.508, 29.85, 0.38599, 0.58398, -0.49554, 0.5141,
 11:16:54.990,e8:9e:2c:53:09:e3, 2024-07-06 21:51:02:705, 0.967, -0.033, -0.197, 1.16, 1.099, 0.671, -160.796, -79.448, -97.773, -35.858, -53.042, 36.508, 29.85, 0.39041, 0.57892, -0.50125, 0.51096,
 11:16:55.124,e8:9e:2c:53:09:e3, 2024-07-06 21:51:02:805, 0.966, -0.033, -0.195, 1.038, 1.038, 0.671, -160.774, -79.459, -98.174, -35.858, -53.042, 36.508, 29.85, 0.39041, 0.57892, -0.50125, 0.51096,
 11:16:55.186,e8:9e:2c:53:09:e3, 2024-07-06 21:51:02:905, 0.967, -0.034, -0.196, 0.793, 1.16, 0.549, -160.812, -79.475, -98.542, -35.958, -53.133, 36.242, 29.85, 0.39041, 0.57892, -0.50125, 0.51096,
 11:16:55.320,e8:9e:2c:53:09:e3, 2024-07-06 21:51:03:005, 0.967, -0.033, -0.196, 1.099, 1.16, 0.427, -160.851, -79.503, -98.888, -35.958, -53.133, 36.242, 29.85, 0.39584, 0.57376, -0.50674, 0.50714,
 11:16:55.395,e8:9e:2c:53:09:e3, 2024-07-06 21:51:03:105, 0.967, -0.034, -0.195, 1.099, 1.16, 0.366, -160.922, -79.53, -99.196, -35.958, -53.133, 36.242, 29.85, 0.39584, 0.57376, -0.50674, 0.50714,
 11:16:55.515,e8:9e:2c:53:09:e3, 2024-07-06 21:51:03:205, 0.967, -0.033, -0.196, 0.854, 1.221, 0.427, -161.021, -79.557, -99.481, -35.783, -53.192, 36.367, 29.85, 0.40128, 0.56891, -0.51163, 0.50342,
 11:16:55.590,e8:9e:2c:53:09:e3, 2024-07-06 21:51:03:305, 0.966, -0.032, -0.194, 0.854, 1.221, 0.305, -161.12, -79.596, -99.772, -35.783, -53.192, 36.367, 29.85, 0.40128, 0.56891, -0.51163, 0.50342,
 11:16:55.711,e8:9e:2c:53:09:e3, 2024-07-06 21:51:03:405, 0.968, -0.03, -0.194, 0.854, 1.221, 0.305, -161.274, -79.629, -100.003, -35.783, -53.192, 36.367, 29.85, 0.40128, 0.56891, -0.51163, 0.50342,
 11:16:55.800,e8:9e:2c:53:09:e3, 2024-07-06 21:51:03:505, 0.968, -0.031, -0.194, 1.099, 1.099, 0.427, -161.345, -79.651, -100.3, -35.892, -53.275, 36.250, 29.85, 0.40128, 0.56891, -0.51163, 0.50342,
 11:16:55.919,e8:9e:2c:53:09:e3, 2024-07-06 21:51:03:605, 0.967, -0.03, -0.193, 1.404, 0.977, 0.366, -161.417, -79.667, -100.591, -35.892, -53.275, 36.250, 29.85, 0.4071, 0.56369, -0.51688, 0.49924,
 11:16:55.995,e8:9e:2c:53:09:e3, 2024-07-06 21:51:03:705, 0.967, -0.03, -0.194, 1.526, 0.793, 0.732, -161.428, -79.673, -100.942, -35.892, -53.275, 36.250, 29.85, 0.4071, 0.56369, -0.51688, 0.49924,
