ÓÒ¹ÉÖ±¼¡	ÓÒ¹É¶þÍ·¼¡	×óëÖÇ°¼¡	ÓÒëÖÇ°¼¡	×óëè³¦¼¡	×ó¹ÉÖ±¼¡	×ó¹É¶þ	ÓÒëè³¦¼¡	
-54.2	-605.2	-113.2	29.4	322.2	164.7	-287.9	-59.1	
-27.1	-563.4	-98.5	-22.2	177.0	63.9	-265.8	-51.7	
-46.8	-541.3	-71.4	-59.1	218.9	-5.0	-221.5	-51.7	
-69.0	-492.1	-37.0	-78.8	241.0	-83.7	-182.1	-61.6	
-73.9	-460.1	-0.1	-86.2	169.7	-182.1	-140.3	-54.2	
-108.3	-430.6	-2.5	-56.7	61.4	-268.2	-105.9	-64.0	
-157.5	-435.5	22.1	-29.6	24.5	-346.9	-86.2	-71.4	
-179.7	-445.3	34.4	-19.8	-56.7	-415.8	-78.8	-69.0	
-228.9	-425.7	36.8	-27.1	-189.5	-484.7	-54.2	-54.2	
-270.7	-440.4	46.7	-37.0	-199.3	-543.7	-27.1	-61.6	
-265.8	-430.6	76.2	-41.9	-105.9	-573.3	-9.9	-66.5	
-287.9	-396.1	63.9	-34.5	-135.4	-622.5	7.3	-66.5	
-270.7	-369.1	41.7	-34.5	-359.2	-644.6	12.2	-54.2	
-216.6	-319.9	4.8	-44.4	-39.4	-681.5	29.4	-66.5	
-132.9	-253.5	-22.2	-27.1	2.4	-698.7	31.9	-61.6	
-108.3	-164.9	-32.1	-37.0	-86.2	-755.3	27.0	-51.7	
-91.1	-61.6	-44.4	-29.6	-17.3	-794.7	12.2	-54.2	
-49.3	68.8	-56.7	-39.4	98.3	-841.4	4.8	-51.7	
-44.4	218.9	-71.4	-32.1	196.7	-890.6	-9.9	-49.3	
-76.3	238.5	-78.8	-39.4	231.2	-934.9	-46.8	-51.7	
-54.2	213.9	-105.9	-34.5	9.8	-989.0	-61.6	-51.7	
-7.5	132.8	-110.8	-44.4	-46.8	-1033.3	-66.5	-49.3	
17.1	51.6	-81.3	-39.4	59.0	-1055.4	-78.8	-44.4	
22.1	22.1	-54.2	-29.6	54.0	-1072.6	-96.0	-41.9	
98.3	46.7	-29.6	-39.4	167.2	-1089.9	-88.6	-46.8	
206.6	113.1	-9.9	-17.3	327.1	-1070.2	-91.1	-19.8	
273.0	127.8	29.4	-19.8	164.7	-1035.7	-78.8	-7.5	
361.5	172.1	36.8	-29.6	76.2	-1035.7	-78.8	-19.8	
415.7	189.3	49.1	-9.9	7.3	-1021.0	-69.0	-29.6	
398.4	177.0	41.7	-0.1	-14.8	-1018.5	-76.3	-7.5	
388.6	147.5	49.1	-0.1	-98.5	-989.0	-83.7	-2.5	
386.1	169.7	63.9	2.4	-135.4	-959.5	-88.6	-2.5	
400.9	209.0	46.7	-0.1	68.8	-949.6	-91.1	-7.5	
432.9	255.8	27.0	4.8	-339.6	-912.7	-105.9	17.1	
425.5	282.8	7.3	-0.1	-339.6	-920.1	-113.2	7.3	
428.0	307.4	-37.0	-5.0	41.7	-856.2	-135.4	4.8	
413.2	359.1	-91.1	-0.1	292.7	-789.7	-128.0	12.2	
396.0	494.4	-61.6	-7.5	105.7	-720.9	-125.5	34.4	
400.9	526.4	-51.7	12.2	105.7	-654.4	-145.2	59.0	
378.8	543.6	-59.1	9.8	51.6	-585.6	-150.1	34.4	
373.8	632.1	-103.4	19.6	7.3	-529.0	-135.4	7.3	
378.8	573.1	-103.4	9.8	-147.7	-477.3	-125.5	-19.8	
405.8	536.2	-61.6	-5.0	-51.7	-406.0	-120.6	-14.8	
396.0	491.9	-34.5	7.3	41.7	-364.2	-108.3	12.2	
398.4	474.7	-12.4	-2.5	24.5	-307.6	-86.2	29.4	
396.0	334.5	-9.9	-7.5	22.1	-268.2	-71.4	29.4	
356.6	292.7	29.4	7.3	34.4	-216.6	-71.4	39.3	
339.4	265.6	46.7	4.8	-41.9	-157.5	-59.1	46.7	
302.5	221.3	68.8	-0.1	-135.4	-105.9	-37.0	39.3	
265.6	213.9	113.1	-0.1	-152.6	-78.8	-32.1	54.0	
221.3	147.5	93.4	2.4	-184.6	-22.2	-34.5	41.7	
164.7	110.6	-0.1	-2.5	-174.7	14.7	-44.4	46.7	
150.0	122.9	-7.5	-5.0	-371.5	49.1	-37.0	54.0	
110.6	115.5	-2.5	2.4	-155.1	78.6	-29.6	39.3	
76.2	98.3	-19.8	-5.0	88.5	83.6	-46.8	31.9	
14.7	118.0	-34.5	-0.1	359.1	98.3	-32.1	29.4	
-29.6	164.7	-59.1	-0.1	132.8	113.1	-39.4	12.2	
-66.5	199.2	-54.2	19.6	-29.6	103.2	-44.4	14.7	
-93.6	236.1	-66.5	-5.0	44.2	105.7	-39.4	36.8	
-118.2	213.9	-81.3	4.8	73.7	100.8	-44.4	34.4	
-110.8	201.6	-105.9	34.4	-19.8	103.2	-39.4	19.6	
-130.5	265.6	-118.2	49.1	22.1	71.3	-14.8	17.1	
-145.2	226.2	-108.3	44.2	51.6	66.3	-14.8	9.8	
-142.8	172.1	-76.3	-7.5	-71.4	56.5	14.7	27.0	
-182.1	152.4	-29.6	-61.6	-32.1	51.6	29.4	27.0	
-187.0	125.4	-12.4	-71.4	-76.3	44.2	59.0	27.0	
-187.0	103.2	34.4	-46.8	-37.0	49.1	71.3	29.4	
-204.3	63.9	63.9	-39.4	46.7	36.8	90.9	19.6	
-214.1	76.2	81.1	-22.2	-37.0	27.0	108.2	14.7	
-192.0	157.4	61.4	-12.4	-81.3	2.4	105.7	12.2	
-164.9	135.2	76.2	-34.5	27.0	-19.8	135.2	17.1	
-152.6	154.9	83.6	-71.4	56.5	-83.7	145.1	22.1	
-167.4	245.9	44.2	-91.1	14.7	-120.6	162.3	19.6	
-160.0	248.4	36.8	-51.7	-24.7	-157.5	145.1	17.1	
-152.6	132.8	-5.0	-5.0	-96.0	-194.4	152.4	4.8	
-150.1	29.4	-54.2	9.8	-86.2	-233.8	147.5	-14.8	
-142.8	-140.3	-86.2	-7.5	9.8	-268.2	135.2	-19.8	
-135.4	-342.0	-120.6	-12.4	27.0	-300.2	130.3	-17.3	
-123.1	-425.7	-110.8	-2.5	4.8	-327.3	110.6	-12.4	
-91.1	-420.7	-81.3	-9.9	-5.0	-354.3	86.0	2.4	
-93.6	-408.4	-96.0	-32.1	-5.0	-388.8	59.0	-0.1	
-83.7	-428.1	-110.8	-34.5	2.4	-410.9	41.7	-24.7	
-64.0	-359.2	-83.7	-34.5	-0.1	-447.8	9.8	-22.2	
-73.9	-135.4	-49.3	-9.9	19.6	-482.2	-9.9	-19.8	
-59.1	-137.8	-37.0	-0.1	-2.5	-501.9	-22.2	-34.5	
-56.7	-393.7	7.3	4.8	-29.6	-514.2	-51.7	-32.1	
-69.0	-469.9	34.4	2.4	-41.9	-548.7	-73.9	-19.8	
-73.9	-509.3	22.1	7.3	-37.0	-563.4	-88.6	-17.3	
-81.3	-543.7	46.7	27.0	-17.3	-602.8	-103.4	-5.0	
-105.9	-595.4	34.4	-7.5	-34.5	-652.0	-108.3	-0.1	
-115.7	-632.3	44.2	-22.2	-37.0	-698.7	-123.1	-0.1	
-110.8	-656.9	88.5	4.8	-39.4	-740.5	-132.9	-12.4	
-115.7	-622.5	78.6	34.4	-34.5	-784.8	-142.8	-27.1	
-132.9	-602.8	39.3	24.5	-39.4	-826.6	-145.2	-29.6	
-118.2	-563.4	-12.4	22.1	-41.9	-826.6	-145.2	-27.1	
-118.2	-558.5	-34.5	-5.0	-54.2	-829.1	-140.3	-0.1	
-115.7	-556.0	-76.3	-46.8	-49.3	-831.6	-130.5	19.6	
-93.6	-543.7	-105.9	-12.4	-49.3	-843.9	-110.8	-0.1	
-98.5	-563.4	-125.5	34.4	-44.4	-861.1	-91.1	-19.8	
-91.1	-622.5	-103.4	17.1	-37.0	-848.8	-64.0	-39.4	
-100.9	-595.4	-91.1	-9.9	-22.2	-851.2	-37.0	-51.7	
-91.1	-428.1	-71.4	-37.0	-17.3	-863.5	9.8	-49.3	
-76.3	-401.1	-46.8	-37.0	-12.4	-885.7	49.1	-37.0	
-73.9	-393.7	-27.1	-41.9	-29.6	-858.6	71.3	-29.6	
-78.8	-307.6	-2.5	-56.7	-27.1	-846.3	108.2	-27.1	
-76.3	-241.2	14.7	-27.1	-17.3	-843.9	127.8	-17.3	
-76.3	-221.5	34.4	-9.9	-19.8	-829.1	140.1	-17.3	
-78.8	-157.5	41.7	-5.0	-24.7	-834.0	157.4	-14.8	
-59.1	-155.1	39.3	-14.8	-27.1	-841.4	157.4	-22.2	
-37.0	-118.2	36.8	-9.9	-9.9	-843.9	154.9	-32.1	
-14.8	-78.8	78.6	-7.5	14.7	-848.8	142.6	-29.6	
-22.2	-22.2	73.7	-14.8	-12.4	-821.7	157.4	-32.1	
-24.7	7.3	46.7	-7.5	-41.9	-772.5	152.4	-29.6	
-17.3	88.5	24.5	-17.3	-59.1	-740.5	135.2	-34.5	
-17.3	-5.0	-7.5	-9.9	-46.8	-676.6	145.1	-22.2	
-9.9	-150.1	-24.7	-2.5	-46.8	-624.9	135.2	-19.8	
7.3	-100.9	-51.7	-5.0	-41.9	-592.9	110.6	-17.3	
-12.4	-12.4	-76.3	-5.0	-24.7	-541.3	98.3	-22.2	
-9.9	81.1	-88.6	-5.0	-41.9	-516.7	98.3	-19.8	
2.4	221.3	-88.6	-7.5	-32.1	-494.5	93.4	-9.9	
-12.4	297.6	-96.0	-5.0	-27.1	-455.2	86.0	-24.7	
-17.3	450.1	-105.9	-14.8	-5.0	-398.6	83.6	-24.7	
-9.9	447.6	-86.2	-17.3	36.8	-339.6	78.6	-27.1	
9.8	361.5	-54.2	-7.5	41.7	-275.6	98.3	-34.5	
27.0	231.2	-44.4	2.4	9.8	-209.2	90.9	-49.3	
22.1	154.9	-14.8	-7.5	-19.8	-167.4	90.9	-46.8	
19.6	125.4	24.5	-17.3	-29.6	-120.6	88.5	-29.6	
12.2	142.6	49.1	-14.8	-14.8	-96.0	83.6	-5.0	
7.3	150.0	41.7	-9.9	4.8	-96.0	61.4	-5.0	
-9.9	182.0	31.9	-22.2	29.4	-81.3	46.7	-17.3	
-0.1	248.4	68.8	-29.6	12.2	-46.8	41.7	-27.1	
-22.2	236.1	71.3	-14.8	-24.7	-24.7	46.7	-27.1	
-49.3	243.5	54.0	-54.2	-54.2	9.8	49.1	-7.5	
-44.4	258.2	44.2	-41.9	-32.1	29.4	54.0	-2.5	
-66.5	216.4	9.8	-7.5	-29.6	36.8	49.1	-7.5	
-56.7	88.5	2.4	-5.0	-29.6	59.0	31.9	-34.5	
-69.0	83.6	-27.1	-5.0	-37.0	83.6	29.4	-59.1	
-64.0	122.9	-41.9	-41.9	-34.5	103.2	41.7	-59.1	
-71.4	95.9	-71.4	-71.4	-37.0	118.0	29.4	-44.4	
-61.6	118.0	-69.0	-78.8	-17.3	145.1	12.2	-49.3	
-49.3	98.3	-125.5	-49.3	-2.5	172.1	12.2	-49.3	
-78.8	71.3	-137.8	-29.6	12.2	196.7	-2.5	-73.9	
-66.5	110.6	-120.6	-24.7	12.2	221.3	2.4	-59.1	
-61.6	100.8	-110.8	17.1	9.8	238.5	-0.1	2.4	
-54.2	61.4	-96.0	-5.0	-7.5	241.0	-17.3	2.4	
-64.0	-5.0	-29.6	-22.2	4.8	248.4	-9.9	-29.6	
-49.3	-39.4	59.0	-44.4	-14.8	270.5	-14.8	-29.6	
-44.4	-61.6	100.8	-56.7	-17.3	270.5	-29.6	-9.9	
-49.3	-44.4	83.6	-59.1	-14.8	273.0	-44.4	24.5	
-71.4	-46.8	68.8	-27.1	-24.7	265.6	-41.9	4.8	
-86.2	-2.5	71.3	-37.0	-9.9	273.0	-41.9	4.8	
-83.7	61.4	73.7	-29.6	-5.0	378.8	-44.4	-12.4	
-83.7	56.5	61.4	-14.8	-7.5	546.0	-51.7	-5.0	
-64.0	120.5	24.5	-32.1	-27.1	681.3	-54.2	-5.0	
-51.7	179.5	12.2	-17.3	-22.2	765.0	-49.3	-24.7	
-39.4	223.8	-0.1	-17.3	-12.4	809.3	-29.6	-39.4	
-32.1	236.1	9.8	-9.9	-9.9	826.5	-24.7	-27.1	
-14.8	263.1	-56.7	-12.4	-0.1	841.2	-27.1	-34.5	
-22.2	305.0	-142.8	-39.4	-0.1	846.2	-29.6	-7.5	
-34.5	285.3	-132.9	-37.0	-14.8	838.8	-37.0	-14.8	
-17.3	250.8	-128.0	-17.3	-22.2	806.8	-22.2	-32.1	
-19.8	218.9	-91.1	-2.5	-9.9	794.5	-12.4	-22.2	
-22.2	226.2	-76.3	4.8	4.8	747.8	2.4	-14.8	
-14.8	231.2	-66.5	-17.3	9.8	710.9	19.6	-7.5	
9.8	233.6	-17.3	-46.8	-2.5	691.2	19.6	-19.8	
4.8	243.5	-12.4	-17.3	4.8	674.0	14.7	-39.4	
12.2	258.2	-0.1	-12.4	12.2	646.9	34.4	-39.4	
19.6	260.7	31.9	4.8	12.2	619.8	27.0	-51.7	
27.0	273.0	31.9	-17.3	7.3	612.5	44.2	-46.8	
39.3	277.9	41.7	-71.4	2.4	575.6	39.3	-29.6	
31.9	300.0	68.8	-73.9	-2.5	560.8	19.6	-14.8	
7.3	300.0	68.8	-39.4	9.8	565.7	7.3	68.8	
-9.9	312.3	56.5	-27.1	9.8	553.4	-0.1	68.8	
-24.7	312.3	41.7	-19.8	-0.1	526.4	2.4	7.3	
-41.9	319.7	9.8	-34.5	-0.1	487.0	-12.4	-9.9	
-93.6	312.3	-0.1	-54.2	-9.9	455.0	-27.1	-9.9	
-110.8	307.4	-22.2	-44.4	4.8	420.6	-27.1	-17.3	
-73.9	305.0	-44.4	-32.1	9.8	391.1	-32.1	-27.1	
-22.2	292.7	-91.1	-37.0	-0.1	361.5	-27.1	-24.7	
9.8	277.9	-86.2	-24.7	4.8	339.4	-22.2	-46.8	
36.8	258.2	-105.9	22.1	9.8	297.6	-2.5	-39.4	
51.6	243.5	-91.1	24.5	12.2	273.0	12.2	-27.1	
63.9	238.5	-54.2	-7.5	9.8	238.5	19.6	-17.3	
98.3	209.0	-39.4	-17.3	17.1	218.9	7.3	-22.2	
110.6	184.4	-14.8	-22.2	-0.1	204.1	-0.1	-29.6	
145.1	164.7	-7.5	-22.2	14.7	177.0	-14.8	-32.1	
150.0	150.0	-22.2	-27.1	7.3	167.2	-34.5	-27.1	
140.1	130.3	14.7	-24.7	2.4	132.8	-51.7	-29.6	
130.3	105.7	31.9	-27.1	-2.5	108.2	-69.0	-49.3	
115.5	81.1	36.8	-32.1	-14.8	86.0	-86.2	-64.0	
120.5	71.3	71.3	-39.4	-17.3	63.9	-91.1	-34.5	
118.0	51.6	59.0	-34.5	-14.8	46.7	-108.3	-37.0	
76.2	19.6	36.8	-37.0	-12.4	9.8	-142.8	-12.4	
44.2	2.4	12.2	-44.4	2.4	-12.4	-137.8	34.4	
4.8	-14.8	-19.8	-34.5	4.8	-29.6	-135.4	31.9	
-46.8	-46.8	-37.0	-49.3	-2.5	-51.7	-142.8	24.5	
-78.8	-59.1	-49.3	-29.6	7.3	-64.0	-152.6	14.7	
-69.0	-76.3	-71.4	-39.4	2.4	-69.0	-169.8	-2.5	
-86.2	-113.2	-86.2	-34.5	4.8	-64.0	-192.0	-5.0	
-91.1	-120.6	-108.3	-39.4	14.7	-59.1	-184.6	-41.9	
-93.6	-140.3	-137.8	-44.4	24.5	-69.0	-179.7	-41.9	
-103.4	-147.7	-91.1	-44.4	14.7	-49.3	-172.3	-29.6	
-118.2	-169.8	-51.7	-56.7	14.7	-66.5	-177.2	-24.7	
-150.1	-204.3	-19.8	-61.6	19.6	-37.0	-179.7	-7.5	
-182.1	-223.9	2.4	-61.6	24.5	-14.8	-177.2	-14.8	
-221.5	-236.2	31.9	-54.2	24.5	-9.9	-194.4	-29.6	
-280.5	-255.9	41.7	-61.6	31.9	36.8	-192.0	-19.8	
-312.5	-273.1	81.1	-69.0	19.6	54.0	-206.7	-5.0	
-329.7	-290.4	71.3	-66.5	17.1	83.6	-211.6	-5.0	
-322.3	-300.2	44.2	-78.8	27.0	81.1	-211.6	14.7	
-283.0	-302.7	68.8	-78.8	9.8	108.2	-219.0	22.1	
-228.9	-295.3	39.3	-49.3	12.2	130.3	-219.0	12.2	
-199.3	-302.7	17.1	-69.0	9.8	130.3	-248.5	17.1	
-164.9	-290.4	31.9	-66.5	-0.1	142.6	-268.2	-2.5	
-147.7	-283.0	12.2	-49.3	2.4	142.6	-292.8	-44.4	
-142.8	-280.5	-5.0	-49.3	7.3	115.5	-292.8	-69.0	
-105.9	-253.5	-49.3	-49.3	17.1	113.1	-310.0	-44.4	
-66.5	-223.9	-96.0	-49.3	34.4	88.5	-327.3	-17.3	
-51.7	-194.4	-108.3	-34.5	36.8	59.0	-332.2	2.4	
-22.2	-155.1	-96.0	-41.9	46.7	29.4	-322.3	2.4	
-19.8	-145.2	-130.5	-37.0	27.0	-12.4	-295.3	9.8	
9.8	-125.5	-115.7	-27.1	54.0	-56.7	-258.4	-12.4	
17.1	-110.8	-100.9	-34.5	41.7	-110.8	-226.4	-17.3	
19.6	-96.0	-73.9	-14.8	41.7	-164.9	-182.1	-29.6	
-32.1	-66.5	-34.5	-14.8	46.7	-219.0	-152.6	-56.7	
-44.4	-64.0	-37.0	-27.1	49.1	-260.8	-108.3	-14.8	
24.5	-44.4	12.2	-17.3	44.2	-302.7	-91.1	2.4	
100.8	-32.1	49.1	-9.9	61.4	-322.3	-73.9	27.0	
103.2	-12.4	59.0	-2.5	56.5	-317.4	-69.0	22.1	
182.0	-0.1	39.3	-0.1	41.7	-302.7	-64.0	9.8	
182.0	7.3	49.1	-5.0	41.7	-275.6	-64.0	7.3	
211.5	2.4	59.0	-27.1	31.9	-221.5	-71.4	12.2	
243.5	-12.4	54.0	-17.3	29.4	-172.3	-64.0	17.1	
277.9	-22.2	19.6	-17.3	22.1	-98.5	-66.5	44.2	
329.6	-34.5	-22.2	-27.1	12.2	-46.8	-49.3	22.1	
391.1	-37.0	-22.2	-61.6	19.6	7.3	-32.1	9.8	
437.8	-59.1	-64.0	-56.7	14.7	36.8	4.8	41.7	
442.7	-81.3	-69.0	-29.6	7.3	44.2	27.0	-9.9	
410.7	-93.6	-83.7	-24.7	9.8	49.1	54.0	-2.5	
381.2	-103.4	-76.3	-24.7	19.6	63.9	56.5	-44.4	
354.2	-132.9	-103.4	-41.9	27.0	71.3	56.5	-41.9	
322.2	-147.7	-98.5	-39.4	4.8	81.1	44.2	-2.5	
354.2	-182.1	-83.7	-49.3	17.1	83.6	56.5	-9.9	
388.6	-189.5	-49.3	-32.1	2.4	110.6	66.3	-44.4	
435.3	-221.5	-27.1	-34.5	12.2	122.9	83.6	12.2	
519.0	-255.9	-27.1	-29.6	12.2	150.0	88.5	27.0	
597.7	-273.1	19.6	-0.1	19.6	167.2	90.9	-0.1	
651.8	-302.7	71.3	12.2	7.3	167.2	83.6	-108.3	
742.8	-315.0	81.1	-7.5	12.2	169.7	73.7	-56.7	
848.6	-332.2	61.4	-5.0	2.4	162.3	73.7	-41.9	
902.7	-356.8	59.0	-7.5	2.4	172.1	76.2	-49.3	
966.7	-391.2	49.1	-2.5	-0.1	179.5	76.2	-2.5	
929.8	-420.7	31.9	12.2	12.2	174.6	86.0	-32.1	
873.2	-460.1	9.8	27.0	-7.5	157.4	93.4	-44.4	
789.6	-469.9	-17.3	29.4	-2.5	132.8	93.4	-29.6	
750.2	-479.8	-32.1	22.1	2.4	105.7	88.5	4.8	
705.9	-501.9	-32.1	22.1	-9.9	93.4	95.9	36.8	
733.0	-538.8	-46.8	31.9	-7.5	71.3	108.2	14.7	
742.8	-568.3	-61.6	56.5	7.3	27.0	95.9	12.2	
723.2	-600.3	-54.2	61.4	-5.0	9.8	105.7	-37.0	
691.2	-642.1	-76.3	61.4	12.2	-12.4	137.7	-105.9	
659.2	-659.4	-73.9	86.0	22.1	-22.2	152.4	-115.7	
607.5	-684.0	-66.5	83.6	17.1	-41.9	162.3	-14.8	
538.7	-693.8	-64.0	73.7	7.3	-41.9	184.4	7.3	
423.0	-691.3	-41.9	31.9	7.3	-37.0	221.3	27.0	
277.9	-696.3	14.7	4.8	17.1	-41.9	241.0	36.8	
115.5	-681.5	34.4	-29.6	12.2	-32.1	248.4	7.3	
24.5	-659.4	54.0	-49.3	4.8	-37.0	248.4	-49.3	
-46.8	-627.4	88.5	-59.1	4.8	-32.1	253.3	-115.7	
-157.5	-590.5	46.7	-54.2	4.8	-17.3	253.3	-78.8	
-263.3	-568.3	54.0	-37.0	4.8	-17.3	238.5	-61.6	
-337.1	-514.2	90.9	-51.7	14.7	-22.2	243.5	-22.2	
-388.8	-484.7	-12.4	-44.4	-5.0	-32.1	228.7	-41.9	
-452.7	-438.0	-41.9	-49.3	-14.8	-61.6	221.3	-37.0	
-533.9	-396.1	-49.3	-59.1	-0.1	-93.6	206.6	-44.4	
-605.2	-351.9	-44.4	-46.8	-9.9	-100.9	189.3	-7.5	
-661.8	-315.0	-61.6	-34.5	-0.1	-137.8	189.3	-32.1	
-669.2	-300.2	-61.6	-56.7	-19.8	-135.4	189.3	-39.4	
-654.4	-265.8	-54.2	-41.9	-12.4	-142.8	169.7	2.4	
-624.9	-243.6	-64.0	-41.9	-17.3	-137.8	157.4	2.4	
-590.5	-233.8	-100.9	-24.7	-0.1	-142.8	167.2	-5.0	
-551.1	-223.9	-179.7	-9.9	-0.1	-142.8	169.7	-7.5	
-531.4	-204.3	-169.8	14.7	4.8	-147.7	182.0	-17.3	
-474.9	-174.7	-91.1	27.0	12.2	-128.0	191.8	-24.7	
-420.7	-145.2	-44.4	46.7	19.6	-125.5	199.2	-14.8	
-366.6	-123.1	22.1	54.0	12.2	-103.4	221.3	9.8	
-334.6	-115.7	17.1	54.0	-0.1	-93.6	236.1	-2.5	
-290.4	-103.4	31.9	49.1	2.4	-69.0	226.2	-0.1	
-268.2	-83.7	71.3	61.4	-9.9	-76.3	236.1	31.9	
-263.3	-66.5	54.0	63.9	-22.2	-61.6	241.0	41.7	
-263.3	-78.8	61.4	39.3	-29.6	-56.7	243.5	14.7	
-253.5	-51.7	4.8	-14.8	-27.1	-61.6	241.0	-44.4	
-243.6	-22.2	4.8	-44.4	-44.4	-44.4	238.5	-39.4	
-246.1	14.7	4.8	-88.6	-41.9	-44.4	243.5	-2.5	
-265.8	61.4	-5.0	-91.1	-51.7	-51.7	231.2	-37.0	
-260.8	83.6	4.8	-66.5	-54.2	-64.0	233.6	-14.8	
-278.1	113.1	-7.5	-46.8	-66.5	-71.4	233.6	-46.8	
-302.7	142.6	4.8	-78.8	-59.1	-71.4	238.5	-46.8	
-317.4	174.6	-34.5	-93.6	-54.2	-73.9	238.5	-71.4	
-371.5	186.9	-78.8	-103.4	-39.4	-81.3	228.7	-56.7	
-376.5	191.8	-103.4	-130.5	-46.8	-76.3	238.5	-37.0	
-391.2	199.2	-81.3	-120.6	-32.1	-61.6	255.8	-19.8	
-408.4	213.9	-66.5	-135.4	-32.1	-73.9	268.1	-22.2	
-420.7	211.5	-27.1	-130.5	-27.1	-66.5	282.8	-27.1	
-428.1	209.0	51.6	-110.8	-9.9	-46.8	287.7	-24.7	
-433.0	233.6	76.2	-86.2	-2.5	-46.8	302.5	-29.6	
-447.8	292.7	118.0	-81.3	12.2	-24.7	300.0	-39.4	
-467.5	319.7	122.9	-98.5	-19.8	7.3	302.5	-12.4	
-477.3	356.6	113.1	-64.0	-41.9	12.2	302.5	-9.9	
-489.6	378.8	93.4	-61.6	-37.0	36.8	302.5	-17.3	
-489.6	383.7	-2.5	-46.8	-27.1	41.7	297.6	-29.6	
-450.3	396.0	-83.7	-34.5	-24.7	29.4	273.0	-19.8	
-356.8	408.3	-71.4	-22.2	-49.3	31.9	255.8	-0.1	
-290.4	393.5	-37.0	7.3	-32.1	9.8	245.9	4.8	
-228.9	383.7	-34.5	17.1	-24.7	2.4	221.3	17.1	
-187.0	368.9	-19.8	4.8	-32.1	2.4	213.9	19.6	
-150.1	381.2	-59.1	-5.0	-27.1	9.8	191.8	7.3	
-105.9	371.4	-61.6	14.7	-44.4	24.5	177.0	4.8	
-83.7	346.8	-61.6	17.1	-34.5	12.2	154.9	-71.4	
-56.7	317.3	-54.2	-22.2	-32.1	-7.5	110.6	-27.1	
-22.2	300.0	-120.6	-24.7	-24.7	-14.8	78.6	9.8	
19.6	263.1	-140.3	-19.8	-27.1	-41.9	41.7	22.1	
49.1	250.8	-142.8	-9.9	-17.3	-24.7	34.4	4.8	
63.9	248.4	-115.7	-5.0	-19.8	-0.1	-7.5	-12.4	
98.3	221.3	-135.4	-7.5	-14.8	12.2	-32.1	-39.4	
154.9	211.5	-169.8	2.4	-22.2	49.1	-61.6	-22.2	
186.9	189.3	-83.7	9.8	-24.7	61.4	-91.1	-34.5	
213.9	167.2	-17.3	-0.1	-27.1	63.9	-118.2	-22.2	
231.2	167.2	83.6	4.8	-32.1	61.4	-142.8	-19.8	
236.1	150.0	280.4	-0.1	-37.0	46.7	-169.8	-7.5	
236.1	135.2	324.6	-0.1	-37.0	34.4	-187.0	12.2	
216.4	135.2	231.2	-0.1	-54.2	34.4	-209.2	-5.0	
218.9	137.7	162.3	9.8	-49.3	9.8	-241.2	4.8	
213.9	120.5	110.6	34.4	-46.8	22.1	-273.1	22.1	
196.7	100.8	56.5	31.9	-49.3	-12.4	-292.8	4.8	
174.6	93.4	-2.5	24.5	-54.2	-46.8	-315.0	-14.8	
159.8	115.5	-172.3	39.3	-54.2	-98.5	-312.5	-9.9	
125.4	108.2	-251.0	46.7	-32.1	-140.3	-327.3	-0.1	
73.7	98.3	-214.1	49.1	-19.8	-184.6	-342.0	2.4	
19.6	73.7	-113.2	46.7	-12.4	-211.6	-346.9	-7.5	
-41.9	49.1	-64.0	51.6	-14.8	-278.1	-356.8	-7.5	
-105.9	19.6	-91.1	61.4	-12.4	-332.2	-337.1	-0.1	
-147.7	14.7	17.1	71.3	-5.0	-369.1	-332.2	-14.8	
-167.4	41.7	24.5	73.7	-14.8	-393.7	-322.3	-64.0	
-167.4	81.1	39.3	83.6	-7.5	-415.8	-287.9	-44.4	
-157.5	122.9	120.5	93.4	-7.5	-433.0	-275.6	-37.0	
-172.3	186.9	177.0	93.4	4.8	-465.0	-243.6	-12.4	
-199.3	241.0	95.9	103.2	12.2	-499.5	-196.9	-12.4	
-255.9	290.2	-88.6	100.8	7.3	-536.4	-219.0	-27.1	
-342.0	324.6	-125.5	90.9	2.4	-558.5	-196.9	-22.2	
-371.5	376.3	231.2	81.1	-2.5	-573.3	-192.0	-27.1	
-410.9	435.3	442.7	68.8	7.3	-575.7	-199.3	-22.2	
-524.1	464.9	464.9	46.7	4.8	-585.6	-177.2	-7.5	
-561.0	494.4	393.5	22.1	-12.4	-600.3	-194.4	9.8	
-536.4	551.0	270.5	-0.1	-24.7	-607.7	-216.6	-19.8	
-447.8	573.1	73.7	-14.8	-27.1	-639.7	-216.6	-17.3	
-386.3	580.5	-295.3	-51.7	-14.8	-634.8	-204.3	-14.8	
-356.8	575.6	-356.8	-54.2	-14.8	-607.7	-194.4	-32.1	
-287.9	555.9	-310.0	-73.9	-5.0	-600.3	-174.7	-14.8	
-302.7	536.2	-315.0	-83.7	27.0	-615.1	-182.1	-24.7	
-344.5	523.9	-263.3	-96.0	17.1	-639.7	-167.4	-27.1	
-329.7	484.5	-265.8	-96.0	7.3	-684.0	-182.1	-22.2	
-273.1	435.3	-334.6	-103.4	-7.5	-797.1	-201.8	-24.7	
-270.7	391.1	-506.8	-110.8	-56.7	-893.1	-221.5	-27.1	
-241.2	354.2	-337.1	-118.2	-59.1	-961.9	-238.7	-24.7	
-209.2	317.3	-61.6	-96.0	-5.0	-976.7	-248.5	-27.1	
