ÓÒ¹ÉÖ±¼¡	ÓÒ¹É¶þÍ·¼¡	×óëÖÇ°¼¡	ÓÒëÖÇ°¼¡	×óëè³¦¼¡	×ó¹ÉÖ±¼¡	×ó¹É¶þ	ÓÒëè³¦¼¡	
309.9	-561.0	-71.4	49.1	7.3	-268.2	250.8	-22.2	
209.0	-524.1	-41.9	59.0	7.3	-278.1	263.1	-19.8	
150.0	-489.6	-14.8	41.7	17.1	-268.2	263.1	-34.5	
110.6	-457.6	12.2	36.8	29.4	-263.3	275.4	-17.3	
83.6	-420.7	46.7	44.2	41.7	-260.8	265.6	-9.9	
98.3	-401.1	22.1	54.0	46.7	-260.8	287.7	-49.3	
98.3	-371.5	19.6	41.7	54.0	-241.2	275.4	-17.3	
81.1	-356.8	29.4	44.2	51.6	-243.6	260.7	7.3	
7.3	-351.9	34.4	44.2	27.0	-241.2	253.3	19.6	
-69.0	-342.0	-2.5	44.2	31.9	-236.2	236.1	7.3	
-147.7	-297.7	-39.4	31.9	36.8	-236.2	223.8	4.8	
-238.7	-236.2	-56.7	4.8	34.4	-211.6	191.8	-19.8	
-332.2	-140.3	-61.6	-14.8	36.8	-231.3	186.9	-5.0	
-418.3	-32.1	-103.4	22.1	49.1	-221.5	172.1	-12.4	
-514.2	61.4	-110.8	17.1	49.1	-231.3	150.0	-14.8	
-607.7	167.2	-113.2	-7.5	44.2	-226.4	122.9	2.4	
-671.7	265.6	-69.0	-9.9	44.2	-228.9	90.9	-7.5	
-718.4	361.5	-12.4	-24.7	49.1	-219.0	68.8	-0.1	
-765.1	482.1	49.1	-187.0	66.3	-209.2	36.8	-51.7	
-824.2	590.3	27.0	-157.5	78.6	-192.0	22.1	-69.0	
-841.4	629.7	-14.8	-214.1	71.3	-172.3	9.8	-49.3	
-885.7	671.5	9.8	-113.2	66.3	-142.8	4.8	-46.8	
-917.7	779.7	177.0	-105.9	83.6	-110.8	-14.8	29.4	
-969.3	799.4	226.2	-118.2	88.5	-83.7	-46.8	76.2	
-1006.2	792.0	285.3	-96.0	71.3	-46.8	-76.3	9.8	
-1060.3	757.6	302.5	-100.9	71.3	-27.1	-105.9	-37.0	
-1094.8	666.6	211.5	-78.8	83.6	-5.0	-125.5	-34.5	
-1129.2	639.5	12.2	-64.0	95.9	44.2	-155.1	-61.6	
-1171.0	573.1	-137.8	-41.9	90.9	98.3	-169.8	-54.2	
-1178.4	469.8	-160.0	-66.5	100.8	150.0	-184.6	-51.7	
-1217.8	336.9	-24.7	-83.7	78.6	209.0	-187.0	-37.0	
-1217.8	236.1	-37.0	-37.0	83.6	270.5	-174.7	-37.0	
-1203.0	125.4	61.4	-34.5	81.1	332.0	-160.0	-61.6	
-1158.7	34.4	258.2	-22.2	73.7	388.6	-147.7	-39.4	
-1099.7	-56.7	263.1	-9.9	68.8	425.5	-113.2	-32.1	
-1067.7	-128.0	226.2	7.3	61.4	452.6	-98.5	7.3	
-1018.5	-113.2	-71.4	14.7	51.6	464.9	-100.9	14.7	
-979.2	-54.2	-251.0	22.1	68.8	447.6	-86.2	17.1	
-910.3	14.7	-167.4	36.8	71.3	413.2	-83.7	-7.5	
-819.3	110.6	-157.5	34.4	98.3	314.8	-76.3	-98.5	
-745.5	162.3	-204.3	22.1	113.1	270.5	-46.8	-199.3	
-681.5	184.4	-433.0	22.1	100.8	228.7	-34.5	-182.1	
-624.9	199.2	-620.0	22.1	105.7	174.6	-37.0	-157.5	
-620.0	140.1	-410.9	22.1	78.6	140.1	-61.6	-162.4	
-612.6	86.0	2.4	24.5	68.8	130.3	-71.4	-27.1	
-632.3	44.2	250.8	22.1	73.7	122.9	-49.3	127.8	
-652.0	-7.5	351.7	31.9	66.3	135.2	-19.8	213.9	
-627.4	-19.8	403.4	34.4	49.1	179.5	2.4	142.6	
-634.8	-24.7	373.8	39.3	41.7	196.7	-0.1	29.4	
-639.7	-14.8	383.7	14.7	71.3	216.4	59.0	41.7	
-620.0	7.3	319.7	12.2	59.0	218.9	24.5	-2.5	
-615.1	-41.9	34.4	2.4	59.0	213.9	-19.8	-86.2	
-578.2	-132.9	-105.9	-0.1	71.3	162.3	-49.3	-17.3	
-561.0	-196.9	-364.2	2.4	54.0	182.0	-54.2	49.1	
-506.8	-278.1	-484.7	2.4	7.3	184.4	-64.0	-2.5	
-342.0	-324.8	-450.3	-27.1	-2.5	159.8	-69.0	-78.8	
-145.2	-366.6	-317.4	-12.4	-7.5	110.6	-81.3	12.2	
-17.3	-361.7	-221.5	2.4	-2.5	66.3	-86.2	95.9	
34.4	-310.0	-93.6	-9.9	4.8	14.7	-108.3	130.3	
71.3	-283.0	-46.8	-0.1	14.7	-61.6	-110.8	51.6	
142.6	-236.2	-54.2	-5.0	2.4	-128.0	-128.0	-41.9	
287.7	-142.8	-115.7	-22.2	7.3	-243.6	-125.5	-24.7	
420.6	-86.2	-9.9	-14.8	2.4	-359.2	-123.1	14.7	
548.5	-27.1	90.9	-0.1	2.4	-497.0	-157.5	14.7	
794.5	4.8	142.6	7.3	9.8	-600.3	-169.8	22.1	
966.7	56.5	191.8	-7.5	2.4	-725.8	-155.1	2.4	
1050.3	81.1	191.8	-0.1	-5.0	-819.3	-155.1	-9.9	
1202.9	110.6	211.5	-0.1	-5.0	-898.0	-172.3	-17.3	
1475.9	122.9	78.6	4.8	-2.5	-912.7	-196.9	-14.8	
1680.1	135.2	-19.8	19.6	-9.9	-920.1	-209.2	-24.7	
1808.0	147.5	-113.2	-7.5	-24.7	-902.9	-263.3	-14.8	
1945.8	150.0	-290.4	-0.1	-49.3	-821.7	-300.2	-7.5	
2054.0	140.1	-297.7	-9.9	-44.4	-735.6	-322.3	9.8	
2194.2	142.6	-216.6	-22.2	-54.2	-659.4	-312.5	17.1	
2302.5	135.2	-221.5	-29.6	-56.7	-538.8	-292.8	-7.5	
2361.5	113.1	-241.2	-24.7	-44.4	-332.2	-258.4	-19.8	
2388.6	100.8	-177.2	-39.4	-49.3	-130.5	-238.7	-17.3	
2339.4	68.8	-157.5	-37.0	-41.9	14.7	-184.6	-2.5	
2285.3	34.4	-59.1	-32.1	-51.7	108.2	-189.5	-17.3	
2216.4	-5.0	68.8	-61.6	-44.4	125.4	-187.0	-32.1	
2103.2	-39.4	201.6	-59.1	-29.6	154.9	-187.0	2.4	
2034.3	-96.0	332.0	-64.0	-9.9	164.7	-152.6	12.2	
1985.1	-152.6	432.9	-49.3	-17.3	199.2	-145.2	9.8	
1980.2	-187.0	307.4	-24.7	-37.0	213.9	-172.3	-12.4	
2014.7	-211.6	-59.1	-51.7	-32.1	184.4	-184.6	-12.4	
1999.9	-233.8	-381.4	-49.3	-27.1	152.4	-128.0	-29.6	
2012.2	-233.8	-260.8	-46.8	-24.7	83.6	-172.3	-29.6	
2056.5	-315.0	-147.7	-41.9	-39.4	9.8	-209.2	-34.5	
2115.5	-324.8	-78.8	-49.3	-34.5	-108.3	-182.1	-32.1	
2130.3	-290.4	-61.6	-24.7	-32.1	-192.0	-187.0	-19.8	
2049.1	-142.8	-32.1	-59.1	-29.6	-196.9	-219.0	-22.2	
1874.4	34.4	2.4	-54.2	-17.3	-258.4	-253.5	-32.1	
1645.7	83.6	-37.0	-44.4	-39.4	-327.3	-273.1	-34.5	
1397.2	228.7	-66.5	-24.7	-34.5	-339.6	-263.3	-39.4	
1111.8	332.0	-123.1	-51.7	-34.5	-233.8	-285.4	-27.1	
772.4	400.9	-46.8	-41.9	-49.3	-142.8	-332.2	-41.9	
450.1	447.6	9.8	2.4	-41.9	-88.6	-381.4	-61.6	
103.2	541.1	12.2	-24.7	-39.4	-44.4	-378.9	-34.5	
-211.6	548.5	-73.9	-39.4	-32.1	-17.3	-383.8	-17.3	
-521.6	528.8	-51.7	-100.9	-27.1	24.5	-364.2	-22.2	
-809.4	568.2	-71.4	-96.0	-32.1	105.7	-297.7	-69.0	
-1082.5	523.9	-32.1	-49.3	-14.8	199.2	-233.8	-51.7	
-1360.5	491.9	-125.5	-37.0	-14.8	317.3	-236.2	-61.6	
-1581.9	472.2	-113.2	-32.1	-2.5	388.6	-255.9	-41.9	
-1759.0	447.6	-76.3	-37.0	9.8	428.0	-283.0	-19.8	
-1926.3	452.6	-22.2	-29.6	17.1	420.6	-324.8	-39.4	
-2032.0	464.9	41.7	-22.2	-2.5	405.8	-322.3	-17.3	
-2120.6	393.5	76.2	-12.4	4.8	398.4	-356.8	-14.8	
-2120.6	356.6	76.2	-17.3	-17.3	393.5	-413.4	-22.2	
-2132.9	440.3	34.4	-14.8	-39.4	376.3	-398.6	-5.0	
-2120.6	536.2	4.8	-0.1	-59.1	334.5	-354.3	-7.5	
-2103.4	472.2	-7.5	-19.8	-59.1	285.3	-241.2	-2.5	
-2086.2	332.0	-9.9	-34.5	-32.1	248.4	-98.5	-17.3	
-2068.9	307.4	-24.7	-44.4	-12.4	189.3	-78.8	-7.5	
-2046.8	373.8	-32.1	2.4	-17.3	169.7	-120.6	19.6	
-2076.3	403.4	-32.1	-7.5	-22.2	238.5	-167.4	9.8	
-2125.5	373.8	-59.1	46.7	-29.6	307.4	-209.2	27.0	
-2194.4	388.6	-51.7	51.6	-27.1	359.1	-221.5	34.4	
-2270.7	354.2	-46.8	4.8	-32.1	361.5	-162.4	14.7	
-2332.2	297.6	-0.1	24.5	-24.7	327.1	-110.8	2.4	
-2406.0	226.2	49.1	-125.5	-24.7	307.4	-125.5	-12.4	
-2469.9	152.4	51.6	-76.3	-37.0	314.8	-64.0	19.6	
-2484.7	88.5	41.7	-37.0	-41.9	383.7	-76.3	-0.1	
-2396.1	51.6	63.9	-2.5	9.8	462.4	9.8	-22.2	
-2174.7	7.3	68.8	-19.8	17.1	477.2	88.5	12.2	
-1675.3	-24.7	71.3	-22.2	-12.4	509.1	90.9	-34.5	
-1183.3	-32.1	81.1	-19.8	-34.5	491.9	98.3	-46.8	
-590.5	-51.7	83.6	-5.0	-49.3	514.1	137.7	-44.4	
-91.1	-22.2	78.6	-5.0	-54.2	506.7	154.9	-44.4	
263.1	-14.8	71.3	9.8	-37.0	506.7	115.5	-0.1	
546.0	14.7	49.1	9.8	-54.2	474.7	73.7	73.7	
720.7	59.0	22.1	-17.3	-49.3	425.5	59.0	22.1	
873.2	41.7	7.3	-0.1	-56.7	391.1	34.4	-83.7	
892.9	46.7	7.3	-7.5	-71.4	359.1	41.7	-147.7	
870.8	54.0	-14.8	-54.2	-78.8	334.5	132.8	-54.2	
838.8	61.4	-39.4	-81.3	-64.0	282.8	154.9	7.3	
730.5	81.1	-41.9	-51.7	-29.6	268.1	216.4	29.4	
637.1	81.1	-56.7	-17.3	-14.8	255.8	258.2	-14.8	
487.0	61.4	-51.7	4.8	-5.0	189.3	268.1	-49.3	
398.4	66.3	-44.4	-0.1	-7.5	159.8	334.5	-46.8	
388.6	98.3	-29.6	17.1	17.1	196.7	371.4	-27.1	
376.3	110.6	2.4	24.5	-9.9	179.5	467.3	-27.1	
327.1	68.8	4.8	-2.5	-49.3	209.0	516.5	2.4	
346.8	63.9	4.8	12.2	-91.1	238.5	565.7	2.4	
354.2	71.3	41.7	9.8	-142.8	206.6	639.5	-9.9	
386.1	86.0	56.5	7.3	-91.1	196.7	558.3	2.4	
450.1	71.3	24.5	9.8	-51.7	159.8	462.4	-7.5	
487.0	39.3	14.7	7.3	-29.6	125.4	332.0	17.1	
504.2	31.9	-17.3	19.6	-0.1	81.1	243.5	14.7	
585.4	27.0	-22.2	-0.1	2.4	105.7	152.4	9.8	
725.6	-0.1	-14.8	4.8	17.1	73.7	93.4	4.8	
843.7	-22.2	-41.9	12.2	14.7	31.9	-24.7	-0.1	
905.2	-54.2	-49.3	9.8	27.0	31.9	-44.4	14.7	
942.1	-61.6	-46.8	19.6	24.5	-5.0	-22.2	4.8	
892.9	-59.1	-17.3	29.4	14.7	-46.8	-88.6	2.4	
828.9	-61.6	-27.1	9.8	-41.9	-61.6	-125.5	4.8	
767.4	-73.9	-9.9	22.1	-54.2	-46.8	-66.5	2.4	
683.8	-61.6	-32.1	9.8	24.5	-61.6	-29.6	2.4	
610.0	-61.6	-14.8	22.1	120.5	-100.9	27.0	-7.5	
521.4	-66.5	29.4	29.4	95.9	-115.7	4.8	-14.8	
489.5	-71.4	7.3	31.9	36.8	-128.0	-12.4	-32.1	
587.9	-73.9	-41.9	14.7	-9.9	-147.7	-140.3	-14.8	
676.4	-69.0	-44.4	24.5	-5.0	-137.8	-194.4	2.4	
723.2	-91.1	-29.6	31.9	-29.6	-142.8	-285.4	9.8	
718.2	-103.4	-14.8	12.2	-128.0	-145.2	-260.8	-7.5	
624.8	-115.7	4.8	7.3	-184.6	-105.9	-253.5	-7.5	
543.6	-128.0	27.0	36.8	-78.8	-71.4	-162.4	-41.9	
487.0	-96.0	39.3	-14.8	27.0	-64.0	-66.5	-46.8	
477.2	-103.4	29.4	-44.4	71.3	-78.8	-100.9	-7.5	
514.1	-118.2	4.8	-41.9	14.7	-78.8	-167.4	24.5	
482.1	-130.5	7.3	-37.0	-46.8	-61.6	-228.9	12.2	
430.4	-130.5	-17.3	-29.6	-49.3	-32.1	-221.5	7.3	
393.5	-128.0	-37.0	-34.5	-32.1	-22.2	-115.7	-2.5	
383.7	-98.5	-56.7	-32.1	-37.0	27.0	-69.0	-9.9	
368.9	-115.7	-61.6	-46.8	-142.8	59.0	-56.7	-2.5	
317.3	-128.0	-76.3	-34.5	-152.6	54.0	14.7	-14.8	
297.6	-142.8	-73.9	-37.0	4.8	127.8	-2.5	-22.2	
265.6	-130.5	-71.4	-54.2	169.7	120.5	-73.9	-19.8	
248.4	-137.8	-66.5	-46.8	-2.5	157.4	-113.2	-19.8	
248.4	-145.2	-61.6	-59.1	54.0	174.6	-113.2	-32.1	
253.3	-152.6	-81.3	-51.7	177.0	162.3	-100.9	-32.1	
233.6	-177.2	-61.6	-49.3	206.6	162.3	-93.6	-12.4	
226.2	-172.3	-49.3	-44.4	127.8	145.1	-24.7	-29.6	
194.3	-160.0	-32.1	-49.3	98.3	122.9	-9.9	-22.2	
130.3	-160.0	-5.0	-59.1	22.1	157.4	-9.9	-14.8	
29.4	-174.7	9.8	-34.5	24.5	150.0	-17.3	-12.4	
-91.1	-174.7	39.3	-44.4	-12.4	110.6	29.4	2.4	
-214.1	-172.3	59.0	-41.9	14.7	73.7	17.1	-2.5	
-297.7	-162.4	39.3	-32.1	59.0	51.6	34.4	2.4	
-403.5	-172.3	-2.5	-39.4	-96.0	19.6	39.3	-5.0	
-474.9	-182.1	-56.7	-34.5	-69.0	9.8	76.2	7.3	
-536.4	-199.3	-49.3	-37.0	-88.6	-9.9	105.7	4.8	
-595.4	-189.5	-41.9	-27.1	-130.5	-24.7	218.9	-5.0	
-627.4	-179.7	-34.5	-24.7	-46.8	-78.8	280.4	-0.1	
-664.3	-189.5	-12.4	-44.4	-9.9	-96.0	263.1	-0.1	
-696.3	-184.6	7.3	-39.4	68.8	-145.2	260.7	2.4	
-715.9	-187.0	39.3	-44.4	118.0	-162.4	142.6	2.4	
-733.2	-179.7	-86.2	-39.4	44.2	-209.2	100.8	39.3	
-715.9	-167.4	-39.4	-22.2	9.8	-223.9	54.0	-37.0	
-696.3	-152.6	-49.3	-44.4	-41.9	-275.6	-9.9	-32.1	
-659.4	-145.2	-69.0	-37.0	-177.2	-297.7	-66.5	-2.5	
-632.3	-132.9	-81.3	-17.3	-113.2	-305.1	-91.1	-9.9	
-602.8	-128.0	-32.1	-22.2	-32.1	-317.4	-44.4	-46.8	
-575.7	-125.5	-19.8	-29.6	-9.9	-354.3	-0.1	-44.4	
-551.1	-103.4	34.4	-37.0	-34.5	-366.6	76.2	12.2	
-516.7	-105.9	68.8	-7.5	24.5	-369.1	44.2	17.1	
-514.2	-91.1	61.4	-17.3	24.5	-386.3	-27.1	7.3	
-494.5	-76.3	44.2	-5.0	-66.5	-388.8	-93.6	-0.1	
-467.5	-59.1	61.4	7.3	-157.5	-383.8	-76.3	9.8	
-433.0	-51.7	44.2	-2.5	-140.3	-378.9	24.5	29.4	
-408.4	-37.0	24.5	-29.6	56.5	-401.1	59.0	19.6	
-410.9	14.7	-14.8	-19.8	66.3	-420.7	41.7	-56.7	
-413.4	122.9	-37.0	-17.3	59.0	-410.9	-19.8	-7.5	
-428.1	238.5	-61.6	-27.1	213.9	-418.3	-56.7	44.2	
-469.9	322.2	-51.7	-51.7	100.8	-398.6	-51.7	59.0	
-445.3	366.5	-56.7	-46.8	-246.1	-374.0	-46.8	-113.2	
-435.5	388.6	-59.1	-29.6	-455.2	-337.1	-71.4	-128.0	
-420.7	381.2	-78.8	-17.3	-243.6	-307.6	-71.4	-118.2	
-381.4	344.3	-81.3	-14.8	31.9	-297.7	-39.4	-81.3	
-351.9	305.0	-78.8	-5.0	179.5	-260.8	2.4	-41.9	
-332.2	263.1	-61.6	-32.1	201.6	-248.5	105.7	-61.6	
-460.1	213.9	-37.0	-41.9	211.5	-260.8	103.2	-5.0	
-602.8	159.8	-5.0	-27.1	71.3	-243.6	88.5	36.8	
-777.4	120.5	29.4	-32.1	-66.5	-219.0	108.2	9.8	
-723.3	68.8	19.6	-22.2	-27.1	-204.3	81.1	2.4	
-558.5	27.0	14.7	-17.3	46.7	-201.8	93.4	-2.5	
-401.1	-0.1	19.6	-32.1	44.2	-169.8	127.8	44.2	
-317.4	-22.2	31.9	-44.4	61.4	-135.4	105.7	51.6	
-260.8	-37.0	14.7	-27.1	-37.0	-120.6	54.0	22.1	
-223.9	-44.4	19.6	-22.2	-118.2	-96.0	93.4	-14.8	
-182.1	-49.3	27.0	-27.1	-174.7	-91.1	41.7	-39.4	
-219.0	-51.7	24.5	-17.3	-105.9	-96.0	-17.3	-32.1	
-223.9	-34.5	-17.3	-22.2	-98.5	-73.9	-19.8	-54.2	
-268.2	-24.7	-34.5	-37.0	-78.8	-73.9	-32.1	-108.3	
-295.3	-2.5	-49.3	-34.5	-64.0	-78.8	-24.7	-140.3	
-278.1	24.5	-54.2	-19.8	17.1	-73.9	-54.2	-91.1	
-253.5	22.1	-37.0	-32.1	71.3	-66.5	-96.0	17.1	
-265.8	29.4	-64.0	-29.6	14.7	-56.7	-88.6	46.7	
-285.4	24.5	-78.8	-9.9	-7.5	-56.7	-76.3	34.4	
-307.6	29.4	-91.1	2.4	-5.0	-54.2	-22.2	-2.5	
-302.7	19.6	-83.7	7.3	14.7	-49.3	22.1	-78.8	
-290.4	29.4	-27.1	-5.0	2.4	-19.8	78.6	-108.3	
-238.7	29.4	9.8	-12.4	9.8	-7.5	61.4	-132.9	
-184.6	9.8	19.6	-2.5	46.7	-7.5	-37.0	-71.4	
-152.6	7.3	12.2	-17.3	36.8	-7.5	-39.4	-194.4	
-105.9	4.8	31.9	-29.6	41.7	-19.8	-37.0	-228.9	
-64.0	2.4	59.0	-56.7	-9.9	-37.0	-14.8	-196.9	
9.8	-0.1	59.0	-71.4	2.4	-51.7	4.8	-56.7	
59.0	-2.5	31.9	-69.0	22.1	-91.1	-17.3	273.0	
90.9	-7.5	2.4	-37.0	9.8	-110.8	-32.1	218.9	
100.8	-17.3	-14.8	-12.4	-73.9	-128.0	-71.4	120.5	
150.0	-24.7	-22.2	-0.1	-14.8	-137.8	-103.4	191.8	
157.4	-29.6	7.3	-2.5	-54.2	-140.3	-115.7	108.2	
174.6	-34.5	-7.5	2.4	-93.6	-160.0	-105.9	73.7	
209.0	-46.8	-29.6	-19.8	-108.3	-174.7	-120.6	73.7	
236.1	-56.7	-29.6	-12.4	-125.5	-179.7	-120.6	54.0	
258.2	-66.5	-22.2	-0.1	-27.1	-179.7	-105.9	-22.2	
302.5	-73.9	-34.5	-9.9	54.0	-199.3	-108.3	-44.4	
336.9	-71.4	-88.6	-19.8	145.1	-241.2	-103.4	-39.4	
366.5	-73.9	-71.4	-37.0	164.7	-241.2	-71.4	-88.6	
371.4	-78.8	-69.0	-24.7	115.5	-255.9	-56.7	-69.0	
359.1	-73.9	-51.7	-19.8	73.7	-280.5	-34.5	-73.9	
361.5	-66.5	-27.1	-27.1	-9.9	-302.7	-12.4	-98.5	
312.3	-66.5	2.4	-24.7	-5.0	-310.0	-24.7	-105.9	
255.8	-51.7	12.2	-29.6	-51.7	-322.3	-32.1	12.2	
218.9	-41.9	31.9	-24.7	-56.7	-315.0	-9.9	152.4	
159.8	-27.1	41.7	-19.8	-115.7	-300.2	9.8	88.5	
88.5	-14.8	51.6	-14.8	-209.2	-310.0	19.6	44.2	
22.1	9.8	31.9	-7.5	-46.8	-302.7	51.6	31.9	
-39.4	9.8	19.6	-12.4	36.8	-300.2	44.2	22.1	
-73.9	14.7	-9.9	-17.3	2.4	-297.7	76.2	4.8	
-83.7	24.5	-46.8	-27.1	-2.5	-263.3	142.6	-14.8	
-91.1	27.0	-51.7	-24.7	63.9	-253.5	110.6	-86.2	
-110.8	49.1	-56.7	-22.2	81.1	-258.4	98.3	-169.8	
-120.6	34.4	-54.2	-19.8	-19.8	-278.1	113.1	-211.6	
-135.4	17.1	-49.3	-9.9	-27.1	-280.5	105.7	-263.3	
-140.3	12.2	-49.3	4.8	-66.5	-275.6	105.7	-251.0	
-147.7	9.8	-71.4	-24.7	-29.6	-265.8	100.8	-128.0	
-140.3	-0.1	-64.0	-44.4	-64.0	-255.9	103.2	103.2	
-118.2	-12.4	-54.2	-22.2	-192.0	-253.5	118.0	118.0	
-100.9	-17.3	-44.4	-14.8	-140.3	-246.1	125.4	-39.4	
-103.4	-17.3	-24.7	-14.8	-61.6	-228.9	154.9	-29.6	
-78.8	-12.4	-5.0	-24.7	90.9	-223.9	150.0	100.8	
-59.1	-2.5	22.1	-14.8	115.5	-204.3	125.4	154.9	
-64.0	-14.8	24.5	-22.2	118.0	-214.1	90.9	108.2	
-54.2	-5.0	29.4	-19.8	76.2	-231.3	81.1	76.2	
-41.9	-5.0	36.8	-17.3	22.1	-246.1	68.8	22.1	
-51.7	-5.0	49.1	-19.8	-7.5	-238.7	49.1	-34.5	
-51.7	-9.9	39.3	-29.6	-140.3	-241.2	4.8	-14.8	
-59.1	-0.1	31.9	-17.3	-132.9	-236.2	-54.2	-61.6	
-64.0	-12.4	22.1	-24.7	-71.4	-246.1	-83.7	-132.9	
-69.0	-14.8	-2.5	-29.6	-91.1	-226.4	-105.9	-145.2	
-39.4	-19.8	-9.9	-24.7	-83.7	-221.5	-128.0	-93.6	
-44.4	-12.4	-29.6	-22.2	-132.9	-199.3	-157.5	-128.0	
-46.8	2.4	-39.4	-32.1	-305.1	-182.1	-192.0	-209.2	
-64.0	-12.4	-41.9	-27.1	-105.9	-164.9	-233.8	-66.5	
-39.4	-19.8	-44.4	-24.7	-27.1	-152.6	-265.8	137.7	
-44.4	-32.1	-56.7	-29.6	-147.7	-152.6	-283.0	115.5	
-56.7	-37.0	-61.6	-29.6	56.5	-179.7	-290.4	113.1	
-73.9	-32.1	-49.3	-9.9	115.5	-187.0	-302.7	122.9	
-73.9	-46.8	-24.7	12.2	199.2	-184.6	-312.5	113.1	
-71.4	-46.8	-12.4	14.7	169.7	-172.3	-292.8	46.7	
-54.2	-59.1	2.4	-19.8	118.0	-164.9	-305.1	61.4	
-34.5	-64.0	27.0	-49.3	120.5	-130.5	-300.2	59.0	
12.2	-56.7	31.9	-41.9	83.6	-113.2	-295.3	66.3	
56.5	-81.3	44.2	-24.7	24.5	-132.9	-273.1	-51.7	
83.6	-103.4	31.9	-37.0	-59.1	-157.5	-255.9	-44.4	
132.8	-135.4	54.0	-29.6	-123.1	-174.7	-273.1	41.7	
179.5	-152.6	41.7	-29.6	-51.7	-194.4	-263.3	-7.5	
199.2	-128.0	34.4	-29.6	-9.9	-211.6	-258.4	2.4	
231.2	-123.1	12.2	-22.2	-66.5	-238.7	-246.1	-140.3	
245.9	-115.7	17.1	-27.1	-145.2	-251.0	-216.6	-194.4	
273.0	-118.2	-2.5	-22.2	-64.0	-263.3	-201.8	-354.3	
282.8	-110.8	-24.7	-5.0	86.0	-295.3	-152.6	-541.3	
292.7	-118.2	-19.8	-34.5	90.9	-307.6	-145.2	-592.9	
300.0	-118.2	-39.4	-59.1	36.8	-292.8	-150.1	-162.4	
319.7	-113.2	-39.4	-37.0	-49.3	-290.4	-108.3	341.9	
324.6	-98.5	-51.7	-24.7	-110.8	-287.9	-64.0	474.7	
324.6	-100.9	-54.2	-9.9	-49.3	-263.3	-12.4	322.2	
332.0	-113.2	-37.0	-17.3	22.1	-241.2	44.2	46.7	
327.1	-115.7	-29.6	-19.8	17.1	-211.6	100.8	-125.5	
302.5	-137.8	-17.3	-27.1	-37.0	-189.5	204.1	-56.7	
292.7	-130.5	14.7	-19.8	-17.3	-179.7	329.6	118.0	
270.5	-123.1	41.7	-14.8	22.1	-196.9	430.4	73.7	
255.8	-123.1	44.2	-5.0	17.1	-177.2	472.2	49.1	
223.8	-120.6	41.7	-5.0	17.1	-96.0	491.9	-12.4	
206.6	-96.0	49.1	-12.4	29.4	9.8	477.2	49.1	
177.0	-83.7	73.7	-24.7	51.6	154.9	482.1	-12.4	
137.7	-54.2	71.3	-41.9	71.3	300.0	477.2	-140.3	
130.3	-37.0	61.4	-22.2	24.5	442.7	477.2	199.2	
103.2	-34.5	46.7	-27.1	-34.5	568.2	487.0	142.6	
100.8	-14.8	29.4	-7.5	-56.7	701.0	504.2	-157.5	
83.6	9.8	-0.1	-19.8	-19.8	816.6	531.3	-388.8	
44.2	27.0	-27.1	-24.7	-37.0	954.4	541.1	-531.4	
27.0	51.6	-14.8	-14.8	-14.8	1030.7	516.5	-396.1	
2.4	71.3	-44.4	-49.3	-66.5	1070.0	469.8	-450.3	
-27.1	78.6	-49.3	-41.9	-27.1	1129.1	403.4	-164.9	
-32.1	103.2	-69.0	-22.2	17.1	1092.2	371.4	39.3	
-66.5	108.2	-49.3	-24.7	14.7	1097.1	324.6	-100.9	
-91.1	108.2	-29.6	-7.5	-7.5	1079.9	324.6	-96.0	
-115.7	127.8	-22.2	-9.9	-54.2	1011.0	314.8	73.7	
-135.4	147.5	-7.5	-32.1	-32.1	956.9	287.7	31.9	
-145.2	167.2	-2.5	-17.3	-9.9	917.5	248.4	-37.0	
-157.5	177.0	-14.8	-19.8	34.4	878.1	182.0	273.0	
-182.1	199.2	-5.0	-24.7	51.6	828.9	174.6	54.0	
-209.2	204.1	19.6	-0.1	-9.9	765.0	159.8	-56.7	
-246.1	209.0	27.0	14.7	-69.0	733.0	152.4	105.7	
-263.3	216.4	36.8	4.8	-179.7	762.5	150.0	282.8	
-278.1	223.8	54.0	9.8	-76.3	814.2	115.5	526.4	
-275.6	216.4	54.0	29.4	147.5	868.3	78.6	612.5	
-275.6	221.3	41.7	49.1	150.0	880.6	41.7	349.2	
-258.4	218.9	19.6	17.1	54.0	838.8	14.7	177.0	
-253.5	194.3	29.4	34.4	-93.6	819.1	-12.4	88.5	
-243.6	177.0	22.1	22.1	-209.2	860.9	-17.3	-192.0	
-214.1	172.1	-24.7	-2.5	-76.3	944.6	-37.0	-315.0	
-196.9	162.3	-71.4	14.7	-51.7	1033.1	-56.7	-297.7	
-174.7	142.6	-103.4	-39.4	-81.3	1025.7	-86.2	-462.6	
-137.8	122.9	-91.1	-51.7	-100.9	1006.1	-86.2	-369.1	
-105.9	88.5	-59.1	-59.1	-76.3	996.2	-86.2	-32.1	
-93.6	86.0	-83.7	-78.8	162.3	1011.0	-88.6	142.6	
-76.3	49.1	-96.0	-73.9	132.8	1074.9	-81.3	-88.6	
-66.5	51.6	-113.2	-81.3	-88.6	1099.5	-71.4	-201.8	
-46.8	34.4	-49.3	-51.7	-56.7	1114.3	-78.8	86.0	
-24.7	19.6	22.1	-27.1	-29.6	1161.0	-81.3	226.2	
-2.5	14.7	12.2	2.4	-69.0	1168.4	-83.7	285.3	
